voter_name,canonical_id,sources,positions,voter_types
Chris Bohjalian,OL:OL3140822W,Top Ten Books,6,
Chris Bohjalian,OL:OL34381078W,Top Ten Books,5,
Chris Bohjalian,OL:OL495470W,Top Ten Books,9,
Chris Bohjalian,OL:OL53908W,Top Ten Books,8,
Chris Bohjalian,OL:OL86318W,Top Ten Books,2,
Chris Bohjalian,OL:OL8721462W,Top Ten Books,3,
Chris Bohjalian,OL:OL93082W,Top Ten Books,1,
Chris Power,OL:OL102749W,Guardian Top 100,1,Author
Chris Power,OL:OL10432709W,Guardian Top 100,3,Author
Chris Power,OL:OL1190289W,Guardian Top 100,8,Author
Chris Power,OL:OL20867W,Guardian Top 100,2,Author
Chris Power,OL:OL267171W,Guardian Top 100,6,Author
Chris Power,OL:OL27871634W,Guardian Top 100,10,Author
Chris Power,OL:OL39396W,Guardian Top 100,7,Author
Chris Power,OL:OL44986W,Guardian Top 100,9,Author
Chris Power,OL:OL712025W,Guardian Top 100,5,Author
Chris Power,OL:OL86318W,Guardian Top 100,4,Author
Christobel Kent,OL:OL16313W,Guardian Top 100,7,Author
Christobel Kent,OL:OL1970213W,Guardian Top 100,10,Author
Christobel Kent,OL:OL2386322W,Guardian Top 100,1,Author
Christobel Kent,OL:OL267171W,Guardian Top 100,3,Author
Christobel Kent,OL:OL34381078W,Guardian Top 100,6,Author
Christobel Kent,OL:OL42718662W,Guardian Top 100,9,Author
Christobel Kent,OL:OL63072W,Guardian Top 100,5,Author
Christobel Kent,OL:OL644386W,Guardian Top 100,8,Author
Christobel Kent,OL:OL893802W,Guardian Top 100,2,Author
Christobel Kent,OL:OL98587W,Guardian Top 100,4,Author
Christopher Bollen,K:08cd5694dbf4,Top Ten Books,5,
Christopher Bollen,K:8f7a8603bc7a,Top Ten Books,9,
Christopher Bollen,K:99a3f7848da8,Top Ten Books,8,
Christopher Bollen,OL:OL1992198W,Top Ten Books,7,
Christopher Bollen,OL:OL34381078W,Top Ten Books,1,
Christopher Bollen,OL:OL39316W,Top Ten Books,4,
Christopher Bollen,OL:OL457175W,Top Ten Books,3,
Christopher Bollen,OL:OL59434W,Top Ten Books,10,
Christopher Bollen,OL:OL7180368W,Top Ten Books,6,
Christopher Bollen,OL:OL88881W,Top Ten Books,2,
Claire Armitstead,OL:OL102749W,Guardian Top 100,10,
Claire Armitstead,OL:OL1095427W,Guardian Top 100,9,
Claire Armitstead,OL:OL190034W,Guardian Top 100,2,
Claire Armitstead,OL:OL20867W,Guardian Top 100,8,
Claire Armitstead,OL:OL267171W,Guardian Top 100,1,
Claire Armitstead,OL:OL273644W,Guardian Top 100,5,
Claire Armitstead,OL:OL274505W,Guardian Top 100,3,
Claire Armitstead,OL:OL44222301W,Guardian Top 100,7,
Claire Armitstead,OL:OL86318W,Guardian Top 100,4,
Claire Armitstead,OL:OL891786W,Guardian Top 100,6,
Claire Messud,K:bd646529eae4,Top Ten Books,6,
Claire Messud,OL:OL103113W,Top Ten Books,8,
Claire Messud,OL:OL1190289W,Guardian Top 100;Top Ten Books,2;3,Author
Claire Messud,OL:OL15165350W,Top Ten Books,1,
Claire Messud,OL:OL1707618W,Top Ten Books,10,
Claire Messud,OL:OL1921185W,Guardian Top 100,9,Author
Claire Messud,OL:OL19350876W,Guardian Top 100;Top Ten Books,2;4,Author
Claire Messud,OL:OL20771W,Guardian Top 100,8,Author
Claire Messud,OL:OL2276498W,Top Ten Books,7,
Claire Messud,OL:OL2399772W,Top Ten Books,9,
Claire Messud,OL:OL267096W,Guardian Top 100;Top Ten Books,1;5,Author
Claire Messud,OL:OL26733889W,Guardian Top 100,6,Author
Claire Messud,OL:OL276365W,Top Ten Books,3,
Claire Messud,OL:OL2980902W,Guardian Top 100,10,Author
Claire Messud,OL:OL46611W,Guardian Top 100,7,Author
Claire Messud,OL:OL50548W,Guardian Top 100,5,Author
Claire Messud,OL:OL891786W,Guardian Top 100,4,Author
Clare Clark,OL:OL190034W,Guardian Top 100,5,Author
Clare Clark,OL:OL19350876W,Guardian Top 100,1,Author
Clare Clark,OL:OL2047674W,Guardian Top 100,7,Author
Clare Clark,OL:OL20867W,Guardian Top 100,2,Author
Clare Clark,OL:OL267096W,Guardian Top 100,4,Author
Clare Clark,OL:OL26733889W,Guardian Top 100,6,Author
Clare Clark,OL:OL2980902W,Guardian Top 100,8,Author
Clare Clark,OL:OL34381078W,Guardian Top 100,3,Author
Clare Clark,OL:OL464512W,Guardian Top 100,10,Author
Clare Clark,OL:OL59048W,Guardian Top 100,9,Author
Clyde Edgerton,K:2ecba695b7ae,Top Ten Books,9,
Clyde Edgerton,K:3b04f3eef439,Top Ten Books,6,
Clyde Edgerton,K:76ef59a89b06,Top Ten Books,8,
Clyde Edgerton,K:d3e96a7e3439,Top Ten Books,3,
Clyde Edgerton,K:fbe28ea907ef,Top Ten Books,1,
Clyde Edgerton,OL:OL44222301W,Top Ten Books,2,
Clyde Edgerton,OL:OL53908W,Top Ten Books,4,
Clyde Edgerton,OL:OL82929W,Top Ten Books,7,
Clyde Edgerton,OL:OL82931W,Top Ten Books,5,
Colm Tóibín,OL:OL1190289W,Guardian Top 100,3,Author
Colm Tóibín,OL:OL1230613W,Guardian Top 100,6,Author
Colm Tóibín,OL:OL14867081W,Guardian Top 100,5,Author
Colm Tóibín,OL:OL26099415W,Guardian Top 100,2,Author
Colm Tóibín,OL:OL274505W,Guardian Top 100,8,Author
Colm Tóibín,OL:OL39396W,Guardian Top 100,7,Author
Colm Tóibín,OL:OL498463W,Guardian Top 100,4,Author
Colm Tóibín,OL:OL62979W,Guardian Top 100,9,Author
Colm Tóibín,OL:OL86318W,Guardian Top 100,1,Author
Colm Tóibín,OL:OL98491W,Guardian Top 100,10,Author
Colum McCann,OL:OL1168083W,Guardian Top 100,7,Author
Colum McCann,OL:OL12104489W,Guardian Top 100,5,Author
Colum McCann,OL:OL1259171W,Guardian Top 100,2,Author
Colum McCann,OL:OL2005224W,Guardian Top 100,3,Author
Colum McCann,OL:OL23205W,Guardian Top 100,8,Author
Colum McCann,OL:OL32013322W,Guardian Top 100,6,Author
Colum McCann,OL:OL39379W,Guardian Top 100,10,Author
Colum McCann,OL:OL50564W,Guardian Top 100,4,Author
Colum McCann,OL:OL55239W,Guardian Top 100,9,Author
Colum McCann,OL:OL86318W,Guardian Top 100,1,Author
Craig Nova,K:81ff245a8bfa,Top Ten Books,7,
Craig Nova,K:ab419a1d43cc,Top Ten Books,8,
Craig Nova,OL:OL10432709W,Top Ten Books,5,
Craig Nova,OL:OL1230715W,Top Ten Books,9,
Craig Nova,OL:OL267171W,Top Ten Books,6,
Craig Nova,OL:OL274505W,Top Ten Books,4,
Craig Nova,OL:OL34381078W,Top Ten Books,1,
Craig Nova,OL:OL509889W,Top Ten Books,2,
Craig Nova,OL:OL509919W,Top Ten Books,3,
Craig Nova,OL:OL8721462W,Top Ten Books,10,
Daisy Johnson,OL:OL1052133W,Guardian Top 100,2,Author
Daisy Johnson,OL:OL11382843W,Guardian Top 100,9,Author
Daisy Johnson,OL:OL15146628W,Guardian Top 100,1,Author
Daisy Johnson,OL:OL19343569W,Guardian Top 100,10,Author
Daisy Johnson,OL:OL20937995W,Guardian Top 100,6,Author
Daisy Johnson,OL:OL2096536W,Guardian Top 100,8,Author
Daisy Johnson,OL:OL274505W,Guardian Top 100,7,Author
Daisy Johnson,OL:OL3991459W,Guardian Top 100,4,Author
Daisy Johnson,OL:OL456089W,Guardian Top 100,3,Author
Daisy Johnson,OL:OL50548W,Guardian Top 100,5,Author
Damian Barr,OL:OL119209W,Guardian Top 100,6,Author
Damian Barr,OL:OL1308096W,Guardian Top 100,10,Author
Damian Barr,OL:OL228702W,Guardian Top 100,1,Author
Damian Barr,OL:OL2535336W,Guardian Top 100,8,Author
Damian Barr,OL:OL26437W,Guardian Top 100,2,Author
Damian Barr,OL:OL273644W,Guardian Top 100,3,Author
Damian Barr,OL:OL27778127W,Guardian Top 100,9,Author
Damian Barr,OL:OL50548W,Guardian Top 100,7,Author
Damian Barr,OL:OL8193416W,Guardian Top 100,5,Author
Damian Barr,OL:OL85892W,Guardian Top 100,4,Author
Dani Shapiro,K:0906563c5cec,Top Ten Books,2,
Dani Shapiro,K:431d0058d78e,Top Ten Books,7,
Dani Shapiro,K:4d5d604ff4ca,Top Ten Books,10,
Dani Shapiro,K:560a5a213fc5,Top Ten Books,3,
Dani Shapiro,K:7ebf1ebfbc39,Top Ten Books,5,
Dani Shapiro,K:89f0af62ddc6,Top Ten Books,6,
Dani Shapiro,K:a90d7fbfdbe6,Top Ten Books,4,
Dani Shapiro,OL:OL20933W,Top Ten Books,9,
Dani Shapiro,OL:OL26733889W,Top Ten Books,1,
Dani Shapiro,OL:OL501911W,Top Ten Books,8,
Daniel Kehlmann,OL:OL1190289W,Guardian Top 100,2,Author
Daniel Kehlmann,OL:OL14866824W,Guardian Top 100,8,Author
Daniel Kehlmann,OL:OL166973W,Guardian Top 100,7,Author
Daniel Kehlmann,OL:OL16938494W,Guardian Top 100,9,Author
Daniel Kehlmann,OL:OL267096W,Guardian Top 100,3,Author
Daniel Kehlmann,OL:OL267171W,Guardian Top 100,1,Author
Daniel Kehlmann,OL:OL29907510W,Guardian Top 100,5,Author
Daniel Kehlmann,OL:OL466942W,Guardian Top 100,4,Author
Daniel Kehlmann,OL:OL52449W,Guardian Top 100,6,Author
Daniel Kehlmann,OL:OL55239W,Guardian Top 100,10,Author
Daniel Wallace,K:3b04f3eef439,Top Ten Books,7,
Daniel Wallace,K:a63cc765d5fe,Top Ten Books,6,
Daniel Wallace,OL:OL15322W,Top Ten Books,1,
Daniel Wallace,OL:OL1875010W,Top Ten Books,10,
Daniel Wallace,OL:OL20600W,Top Ten Books,8,
Daniel Wallace,OL:OL276365W,Top Ten Books,5,
Daniel Wallace,OL:OL38282W,Top Ten Books,4,
Daniel Wallace,OL:OL627084W,Top Ten Books,2,
Daniel Wallace,OL:OL82931W,Top Ten Books,3,
Daniel Wallace,OL:OL98459W,Top Ten Books,9,
David Anthony Durham,K:084e65163770,Top Ten Books,5,
David Anthony Durham,K:7b9f9939d12b,Top Ten Books,3,
David Anthony Durham,K:e755c669d849,Top Ten Books,9,
David Anthony Durham,OL:OL102749W,Top Ten Books,4,
David Anthony Durham,OL:OL10432709W,Top Ten Books,2,
David Anthony Durham,OL:OL119436W,Top Ten Books,7,
David Anthony Durham,OL:OL2096536W,Top Ten Books,10,
David Anthony Durham,OL:OL40879W,Top Ten Books,6,
David Anthony Durham,OL:OL50548W,Top Ten Books,1,
David Anthony Durham,OL:OL928455W,Top Ten Books,8,
David Diop,OL:OL106837W,Guardian Top 100,3,Academic
David Diop,OL:OL15125374W,Guardian Top 100,4,Academic
David Diop,OL:OL24141556W,Guardian Top 100,9,Academic
David Diop,OL:OL274505W,Guardian Top 100,7,Academic
David Diop,OL:OL275946W,Guardian Top 100,1,Academic
David Diop,OL:OL3958403W,Guardian Top 100,8,Academic
David Diop,OL:OL498463W,Guardian Top 100,2,Academic
David Diop,OL:OL50557W,Guardian Top 100,10,Academic
David Diop,OL:OL661946W,Guardian Top 100,5,Academic
David Diop,OL:OL954635W,Guardian Top 100,6,Academic
David Foster Wallace,K:1a1889c95894,Top Ten Books,6,
David Foster Wallace,K:21a1935dbe9f,Top Ten Books,7,
David Foster Wallace,K:37f1230ecf68,Top Ten Books,5,
David Foster Wallace,K:3b1ea60fa0c9,Top Ten Books,3,
David Foster Wallace,K:6782b3c089d0,Top Ten Books,1,
David Foster Wallace,K:7cf4197a34ab,Top Ten Books,10,
David Foster Wallace,K:90279cddc790,Top Ten Books,8,
David Foster Wallace,K:b16667acb539,Top Ten Books,4,
David Foster Wallace,K:e46b6ba3a6a4,Top Ten Books,9,
David Foster Wallace,OL:OL81618W,Top Ten Books,2,
David Leavitt,K:15dff4e8c1b2,Top Ten Books,6,
David Leavitt,K:32360bf742ca,Top Ten Books,5,
David Leavitt,K:910a38647a5c,Top Ten Books,10,
David Leavitt,K:d269f3b1008d,Top Ten Books,7,
David Leavitt,OL:OL1190289W,Top Ten Books,1,
David Leavitt,OL:OL20769W,Top Ten Books,9,
David Leavitt,OL:OL20867W,Top Ten Books,2,
David Leavitt,OL:OL26424W,Top Ten Books,8,
David Leavitt,OL:OL509889W,Top Ten Books,3,
David Leavitt,OL:OL627081W,Top Ten Books,4,
David Lodge,K:d3e96a7e3439,Top Ten Books,3,
David Lodge,K:de8ae851971a,Top Ten Books,1,
David Lodge,K:fbe28ea907ef,Top Ten Books,2,
David Lodge,OL:OL151411W,Top Ten Books,10,
David Lodge,OL:OL190034W,Top Ten Books,5,
David Lodge,OL:OL19350876W,Top Ten Books,9,
David Lodge,OL:OL20867W,Top Ten Books,6,
David Lodge,OL:OL267096W,Top Ten Books,7,
David Lodge,OL:OL32013322W,Top Ten Books,8,
David Lodge,OL:OL86318W,Top Ten Books,4,
David Means,K:04ef5684be62,Top Ten Books,7,
David Means,K:6b584d1b9428,Top Ten Books,4,
David Means,K:7caeae871bb0,Top Ten Books,3,
David Means,K:fc982ab632c4,Top Ten Books,10,
David Means,OL:OL10432709W,Top Ten Books,1,
David Means,OL:OL1190289W,Top Ten Books,8,
David Means,OL:OL498463W,Top Ten Books,5,
David Means,OL:OL757983W,Top Ten Books,2,
David Means,OL:OL82870W,Top Ten Books,6,
David Means,OL:OL86318W,Top Ten Books,9,
David Mitchell,K:17da81fb1052,Top Ten Books,1,
David Mitchell,K:312f2e675a9c,Top Ten Books,7,
David Mitchell,K:9b6c22f83dd1,Top Ten Books,2,
David Mitchell,K:ac3c75abbf8c,Top Ten Books,9,
David Mitchell,K:d4f54d0b665c,Top Ten Books,8,
David Mitchell,OL:OL38663W,Top Ten Books,3,
David Mitchell,OL:OL66562W,Top Ten Books,4,
David Mitchell,OL:OL668682W,Top Ten Books,10,
David Mitchell,OL:OL676009W,Top Ten Books,5,
David Mitchell,OL:OL82929W,Top Ten Books,6,
David Nicholls,OL:OL103066W,Guardian Top 100,10,Author
David Nicholls,OL:OL14868508W,Guardian Top 100,2,Author
David Nicholls,OL:OL1875010W,Guardian Top 100,5,Author
David Nicholls,OL:OL26437W,Guardian Top 100,9,Author
David Nicholls,OL:OL276365W,Guardian Top 100,4,Author
David Nicholls,OL:OL34381078W,Guardian Top 100,3,Author
David Nicholls,OL:OL39396W,Guardian Top 100,6,Author
David Nicholls,OL:OL40756300W,Guardian Top 100,1,Author
David Nicholls,OL:OL50567W,Guardian Top 100,8,Author
David Nicholls,OL:OL88881W,Guardian Top 100,7,Author
David Shariatmadari,OL:OL1326304W,Guardian Top 100,3,Journalist
David Shariatmadari,OL:OL15026613W,Guardian Top 100,6,Journalist
David Shariatmadari,OL:OL2047674W,Guardian Top 100,4,Journalist
David Shariatmadari,OL:OL2386322W,Guardian Top 100,8,Journalist
David Shariatmadari,OL:OL2433540W,Guardian Top 100,10,Journalist
David Shariatmadari,OL:OL3260491W,Guardian Top 100,9,Journalist
David Shariatmadari,OL:OL4212427W,Guardian Top 100,7,Journalist
David Shariatmadari,OL:OL44994W,Guardian Top 100,5,Journalist
David Shariatmadari,OL:OL463834W,Guardian Top 100,2,Journalist
David Shariatmadari,OL:OL842158W,Guardian Top 100,1,Journalist
Denise Gess,K:04ef5684be62,Top Ten Books,6,
Denise Gess,K:1369db891f94,Top Ten Books,3,
Denise Gess,K:76f8b9527010,Top Ten Books,5,
Denise Gess,K:ca7944d7d49e,Top Ten Books,3,
Denise Gess,OL:OL1230613W,Top Ten Books,2,
Denise Gess,OL:OL166894W,Top Ten Books,8,
Denise Gess,OL:OL19350876W,Top Ten Books,9,
Denise Gess,OL:OL21170W,Top Ten Books,1,
Denise Gess,OL:OL26733889W,Top Ten Books,10,
Denise Gess,OL:OL34381078W,Top Ten Books,4,
Denise Gess,OL:OL50548W,Top Ten Books,7,
Dennis McFarland,K:04ef5684be62,Top Ten Books,10,
Dennis McFarland,K:19f63e640608,Top Ten Books,7,
Dennis McFarland,K:224747d4604b,Top Ten Books,8,
Dennis McFarland,K:3b04f3eef439,Top Ten Books,4,
Dennis McFarland,K:76d530224b46,Top Ten Books,9,
Dennis McFarland,K:a63cc765d5fe,Top Ten Books,6,
Dennis McFarland,K:c157e7e9d2a1,Top Ten Books,5,
Dennis McFarland,K:f547ea8e2ecf,Top Ten Books,2,
Dennis McFarland,OL:OL276470W,Top Ten Books,1,
Dennis McFarland,OL:OL88881W,Top Ten Books,3,
Derek Owusu,OL:OL228705W,Guardian Top 100,4,Author
Derek Owusu,OL:OL2625431W,Guardian Top 100,10,Author
Derek Owusu,OL:OL31256W,Guardian Top 100,8,Author
Derek Owusu,OL:OL33658345W,Guardian Top 100,9,Author
Derek Owusu,OL:OL34381078W,Guardian Top 100,3,Author
Derek Owusu,OL:OL38663W,Guardian Top 100,7,Author
Derek Owusu,OL:OL481143W,Guardian Top 100,6,Author
Derek Owusu,OL:OL495470W,Guardian Top 100,1,Author
Derek Owusu,OL:OL627069W,Guardian Top 100,2,Author
Derek Owusu,OL:OL891786W,Guardian Top 100,5,Author
Diana Abu-Jaber,K:6b584d1b9428,Top Ten Books,4,
Diana Abu-Jaber,K:98c8438f910d,Top Ten Books,1,
Diana Abu-Jaber,K:e64e736a51a8,Top Ten Books,2,
Diana Abu-Jaber,K:fbe28ea907ef,Top Ten Books,7,
Diana Abu-Jaber,OL:OL20867W,Top Ten Books,3,
Diana Abu-Jaber,OL:OL3335245W,Top Ten Books,9,
Diana Abu-Jaber,OL:OL39396W,Top Ten Books,6,
Diana Abu-Jaber,OL:OL41225848W,Top Ten Books,5,
Diana Abu-Jaber,OL:OL627084W,Top Ten Books,8,
Diana Abu-Jaber,OL:OL62979W,Top Ten Books,10,
Diana Evans,OL:OL1052133W,Guardian Top 100,3,Author
Diana Evans,OL:OL17363016W,Guardian Top 100,8,Author
Diana Evans,OL:OL1905255W,Guardian Top 100,2,Author
Diana Evans,OL:OL228715W,Guardian Top 100,10,Author
Diana Evans,OL:OL267096W,Guardian Top 100,1,Author
Diana Evans,OL:OL3951520W,Guardian Top 100,6,Author
Diana Evans,OL:OL50564W,Guardian Top 100,5,Author
Diana Evans,OL:OL5731542W,Guardian Top 100,9,Author
Diana Evans,OL:OL627084W,Guardian Top 100,7,Author
Diana Evans,OL:OL891786W,Guardian Top 100,4,Author
Dinah Birch,OL:OL1095427W,Guardian Top 100,4,
Dinah Birch,OL:OL109724W,Guardian Top 100,5,
Dinah Birch,OL:OL20867W,Guardian Top 100,1,
Dinah Birch,OL:OL267096W,Guardian Top 100,7,
Dinah Birch,OL:OL28988W,Guardian Top 100,10,
Dinah Birch,OL:OL40756300W,Guardian Top 100,2,
Dinah Birch,OL:OL457179W,Guardian Top 100,9,
Dinah Birch,OL:OL50564W,Guardian Top 100,8,
Dinah Birch,OL:OL53908W,Guardian Top 100,6,
Dinah Birch,OL:OL8662242W,Guardian Top 100,3,
Doireann Ní Ghríofa,OL:OL1095427W,Guardian Top 100,2,Author
Doireann Ní Ghríofa,OL:OL18020255W,Guardian Top 100,10,Author
Doireann Ní Ghríofa,OL:OL19690272W,Guardian Top 100,7,Author
Doireann Ní Ghríofa,OL:OL21170W,Guardian Top 100,3,Author
Doireann Ní Ghríofa,OL:OL26733889W,Guardian Top 100,1,Author
Doireann Ní Ghríofa,OL:OL39396W,Guardian Top 100,4,Author
Doireann Ní Ghríofa,OL:OL46611W,Guardian Top 100,8,Author
Doireann Ní Ghríofa,OL:OL5869525W,Guardian Top 100,9,Author
Doireann Ní Ghríofa,OL:OL671818W,Guardian Top 100,6,Author
Doireann Ní Ghríofa,OL:OL85892W,Guardian Top 100,5,Author
Donald Harington,K:4d4b9f43727e,Top Ten Books,5,
Donald Harington,K:7080743d9f68,Top Ten Books,6,
Donald Harington,K:7a4667d98f9f,Top Ten Books,2,
Donald Harington,K:990969c891b1,Top Ten Books,3,
Donald Harington,K:d5042792cf40,Top Ten Books,10,
Donald Harington,K:fa54fed8dbb3,Top Ten Books,4,
Donald Harington,OL:OL274518W,Top Ten Books,7,
Donald Harington,OL:OL468485W,Top Ten Books,9,
Donald Harington,OL:OL50548W,Top Ten Books,8,
Donald Harington,OL:OL627084W,Top Ten Books,1,
Dorian Lynskey,OL:OL1168083W,Guardian Top 100,7,Author/Journalist
Dorian Lynskey,OL:OL1217995W,Guardian Top 100,1,Author/Journalist
Dorian Lynskey,OL:OL17202418W,Guardian Top 100,8,Author/Journalist
Dorian Lynskey,OL:OL1921198W,Guardian Top 100,2,Author/Journalist
Dorian Lynskey,OL:OL1993508W,Guardian Top 100,9,Author/Journalist
Dorian Lynskey,OL:OL38663W,Guardian Top 100,4,Author/Journalist
Dorian Lynskey,OL:OL55239W,Guardian Top 100,5,Author/Journalist
Dorian Lynskey,OL:OL59048W,Guardian Top 100,3,Author/Journalist
Dorian Lynskey,OL:OL74666W,Guardian Top 100,6,Author/Journalist
Dorian Lynskey,OL:OL98491W,Guardian Top 100,10,Author/Journalist
Douglas Coupland,K:0c9bc31275dd,Top Ten Books,7,
Douglas Coupland,K:5edf5b07c259,Top Ten Books,6,
Douglas Coupland,K:6071bcc4c2a5,Top Ten Books,3,
Douglas Coupland,K:6d7a4faa0e0d,Top Ten Books,5,
Douglas Coupland,K:844116884044,Top Ten Books,8,
Douglas Coupland,K:8b14ad140aeb,Top Ten Books,10,
Douglas Coupland,K:a3a5d5c3c211,Top Ten Books,4,
Douglas Coupland,K:aa06efa6ffb9,Top Ten Books,1,
Douglas Coupland,K:da7daa0a88e4,Top Ten Books,9,
Douglas Coupland,OL:OL98459W,Top Ten Books,2,
Douglas Stuart,OL:OL10432709W,Guardian Top 100,3,Author
Douglas Stuart,OL:OL16520879W,Guardian Top 100,8,Author
Douglas Stuart,OL:OL1993508W,Guardian Top 100,6,Author
Douglas Stuart,OL:OL44986W,Guardian Top 100,2,Author
Douglas Stuart,OL:OL500451W,Guardian Top 100,4,Author
Douglas Stuart,OL:OL50548W,Guardian Top 100,1,Author
Douglas Stuart,OL:OL60988W,Guardian Top 100,9,Author
Douglas Stuart,OL:OL627084W,Guardian Top 100,10,Author
Douglas Stuart,OL:OL816259W,Guardian Top 100,7,Author
Douglas Stuart,OL:OL863837W,Guardian Top 100,5,Author
Edmund White,K:051a111d303b,Top Ten Books,3,
Edmund White,K:111bd5114ad8,Top Ten Books,4,
Edmund White,K:f547ea8e2ecf,Top Ten Books,5,
Edmund White,K:fd173963c7a7,Top Ten Books,9,
Edmund White,OL:OL1190289W,Top Ten Books,2,
Edmund White,OL:OL20867W,Top Ten Books,10,
Edmund White,OL:OL2386322W,Top Ten Books,6,
Edmund White,OL:OL267096W,Top Ten Books,1,
Edmund White,OL:OL668682W,Top Ten Books,7,
Edmund White,OL:OL86318W,Top Ten Books,8,
Edwidge Danticat,K:cea4e1a79452,Top Ten Books,10,
Edwidge Danticat,K:e4d6b7a4689e,Top Ten Books,7,
Edwidge Danticat,OL:OL118986W,Top Ten Books,3,
Edwidge Danticat,OL:OL1230613W,Top Ten Books,2,
Edwidge Danticat,OL:OL273644W,Top Ten Books,8,
Edwidge Danticat,OL:OL274505W,Top Ten Books,5,
Edwidge Danticat,OL:OL27778127W,Top Ten Books,1,
Edwidge Danticat,OL:OL495470W,Top Ten Books,4,
Edwidge Danticat,OL:OL498463W,Top Ten Books,9,
Edwidge Danticat,OL:OL50548W,Top Ten Books,6,
Eimear McBride,OL:OL102749W,Guardian Top 100,10,Author
Eimear McBride,OL:OL1168083W,Guardian Top 100,9,Author
Eimear McBride,OL:OL1190289W,Guardian Top 100,4,Author
Eimear McBride,OL:OL14866824W,Guardian Top 100,6,Author
Eimear McBride,OL:OL166894W,Guardian Top 100,2,Author
Eimear McBride,OL:OL20867W,Guardian Top 100,3,Author
Eimear McBride,OL:OL21170W,Guardian Top 100,5,Author
Eimear McBride,OL:OL267096W,Guardian Top 100,8,Author
Eimear McBride,OL:OL39396W,Guardian Top 100,7,Author
Eimear McBride,OL:OL86318W,Guardian Top 100,1,Author
Elif Batuman,OL:OL1095427W,Guardian Top 100,10,Author
Elif Batuman,OL:OL1190289W,Guardian Top 100,9,Author
Elif Batuman,OL:OL20867W,Guardian Top 100,2,Author
Elif Batuman,OL:OL25451958W,Guardian Top 100,7,Author
Elif Batuman,OL:OL267096W,Guardian Top 100,1,Author
Elif Batuman,OL:OL276365W,Guardian Top 100,3,Author
Elif Batuman,OL:OL44222301W,Guardian Top 100,5,Author
Elif Batuman,OL:OL498463W,Guardian Top 100,8,Author
Elif Batuman,OL:OL627081W,Guardian Top 100,4,Author
Elif Batuman,OL:OL668682W,Guardian Top 100,6,Author
Elif Shafak,OL:OL1865528W,Guardian Top 100,7,Author
Elif Shafak,OL:OL19350876W,Guardian Top 100,6,Author
Elif Shafak,OL:OL19690272W,Guardian Top 100,9,Author
Elif Shafak,OL:OL274505W,Guardian Top 100,1,Author
Elif Shafak,OL:OL39360W,Guardian Top 100,5,Author
Elif Shafak,OL:OL44222301W,Guardian Top 100,2,Author
Elif Shafak,OL:OL498556W,Guardian Top 100,4,Author
Elif Shafak,OL:OL676009W,Guardian Top 100,10,Author
Elif Shafak,OL:OL86318W,Guardian Top 100,3,Author
Elif Shafak,OL:OL8996439W,Guardian Top 100,8,Author
Elizabeth Day,OL:OL15165350W,Guardian Top 100,2,Author/Journalist
Elizabeth Day,OL:OL16239762W,Guardian Top 100,8,Author/Journalist
Elizabeth Day,OL:OL16313W,Guardian Top 100,3,Author/Journalist
Elizabeth Day,OL:OL16805415W,Guardian Top 100,9,Author/Journalist
Elizabeth Day,OL:OL1925470W,Guardian Top 100,7,Author/Journalist
Elizabeth Day,OL:OL20867W,Guardian Top 100,6,Author/Journalist
Elizabeth Day,OL:OL2824299W,Guardian Top 100,10,Author/Journalist
Elizabeth Day,OL:OL627084W,Guardian Top 100,5,Author/Journalist
Elizabeth Day,OL:OL8721462W,Guardian Top 100,4,Author/Journalist
Elizabeth Day,OL:OL88881W,Guardian Top 100,1,Author/Journalist
Elizabeth Flock,K:3dfab6fbfe3b,Top Ten Books,9,
Elizabeth Flock,K:4ed9d5c4ad28,Top Ten Books,6,
Elizabeth Flock,K:936c038de83f,Top Ten Books,8,
Elizabeth Flock,K:a7d082925dfc,Top Ten Books,7,
Elizabeth Flock,K:aad10973ad30,Top Ten Books,3,
Elizabeth Flock,K:b2ed6357b917,Top Ten Books,5,
Elizabeth Flock,OL:OL12791W,Top Ten Books,4,
Elizabeth Flock,OL:OL17644895W,Top Ten Books,2,
Elizabeth Flock,OL:OL19350876W,Top Ten Books,1,
Elizabeth Flock,OL:OL501911W,Top Ten Books,10,
Elizabeth Hay,K:10f18a0254cc,Top Ten Books,3,
Elizabeth Hay,K:5a6ed0245636,Top Ten Books,10,
Elizabeth Hay,K:6b584d1b9428,Top Ten Books,1,
Elizabeth Hay,K:906ffc5082cd,Top Ten Books,7,
Elizabeth Hay,K:fee34cabb897,Top Ten Books,9,
Elizabeth Hay,OL:OL1095427W,Top Ten Books,8,
Elizabeth Hay,OL:OL26733889W,Top Ten Books,2,
Elizabeth Hay,OL:OL40756300W,Top Ten Books,6,
Elizabeth Hay,OL:OL46611W,Top Ten Books,4,
Elizabeth Hay,OL:OL500451W,Top Ten Books,5,
Elizabeth Spencer,K:017afa232b50,Top Ten Books,2,
Elizabeth Spencer,K:6d4d03ec89c9,Top Ten Books,7,
Elizabeth Spencer,K:86720a12eae7,Top Ten Books,5,
Elizabeth Spencer,K:9a0ea9d7f91e,Top Ten Books,10,
Elizabeth Spencer,K:9f3328e101b2,Top Ten Books,3,
Elizabeth Spencer,K:bf599939f01f,Top Ten Books,8,
Elizabeth Spencer,K:ecccc5395ea7,Top Ten Books,6,
