voter_name,canonical_id,sources,positions,voter_types
Jennifer Weiner,OL:OL14858723W,Top Ten Books,8,
Jennifer Weiner,OL:OL675783W,Top Ten Books,10,
Jennifer Weiner,OL:OL81618W,Top Ten Books,2,
Jim Crace,K:3b04f3eef439,Top Ten Books,10,
Jim Crace,OL:OL15297W,Top Ten Books,2,
Jim Crace,OL:OL20867W,Top Ten Books,5,
Jim Crace,OL:OL27217159W,Top Ten Books,4,
Jim Crace,OL:OL43041145W,Top Ten Books,7,
Jim Crace,OL:OL495470W,Top Ten Books,6,
Jim Crace,OL:OL500388W,Top Ten Books,3,
Jim Crace,OL:OL50548W,Top Ten Books,9,
Jim Crace,OL:OL67334W,Top Ten Books,8,
Jim Crace,OL:OL891786W,Top Ten Books,1,
Jim Harrison,K:1deae2d6a81c,Top Ten Books,9,
Jim Harrison,K:bd646529eae4,Top Ten Books,1,
Jim Harrison,K:d2d9f9b0f145,Top Ten Books,7,
Jim Harrison,OL:OL102749W,Top Ten Books,4,
Jim Harrison,OL:OL1190289W,Top Ten Books,2,
Jim Harrison,OL:OL1230613W,Top Ten Books,10,
Jim Harrison,OL:OL21170W,Top Ten Books,3,
Jim Harrison,OL:OL274505W,Top Ten Books,8,
Jim Harrison,OL:OL757983W,Top Ten Books,6,
Jim Harrison,OL:OL86318W,Top Ten Books,5,
Jim Shepard,K:04ef5684be62,Top Ten Books,6,
Jim Shepard,K:3b04f3eef439,Top Ten Books,7,
Jim Shepard,K:6b584d1b9428,Top Ten Books,4,
Jim Shepard,K:ef3be8623dfc,Top Ten Books,8,
Jim Shepard,OL:OL106837W,Top Ten Books,10,
Jim Shepard,OL:OL2386322W,Top Ten Books,5,
Jim Shepard,OL:OL274505W,Top Ten Books,2,
Jim Shepard,OL:OL498463W,Top Ten Books,3,
Jim Shepard,OL:OL500388W,Top Ten Books,9,
Jim Shepard,OL:OL627084W,Top Ten Books,1,
Jo Hamya,OL:OL112769W,Guardian Top 100,3,Author/Academic
Jo Hamya,OL:OL1858668W,Guardian Top 100,4,Author/Academic
Jo Hamya,OL:OL1888776W,Guardian Top 100,7,Author/Academic
Jo Hamya,OL:OL20044855W,Guardian Top 100,6,Author/Academic
Jo Hamya,OL:OL2645476W,Guardian Top 100,9,Author/Academic
Jo Hamya,OL:OL267096W,Guardian Top 100,1,Author/Academic
Jo Hamya,OL:OL39396W,Guardian Top 100,2,Author/Academic
Jo Hamya,OL:OL42397165W,Guardian Top 100,5,Author/Academic
Jo Hamya,OL:OL627084W,Guardian Top 100,10,Author/Academic
Jo Hamya,OL:OL6831429W,Guardian Top 100,8,Author/Academic
Joanne Harris,OL:OL103123W,Guardian Top 100,1,Author
Joanne Harris,OL:OL1230613W,Guardian Top 100,4,Author
Joanne Harris,OL:OL20642211W,Guardian Top 100,6,Author
Joanne Harris,OL:OL21170W,Guardian Top 100,5,Author
Joanne Harris,OL:OL2625431W,Guardian Top 100,9,Author
Joanne Harris,OL:OL2917008W,Guardian Top 100,7,Author
Joanne Harris,OL:OL37832922W,Guardian Top 100,3,Author
Joanne Harris,OL:OL5860211W,Guardian Top 100,10,Author
Joanne Harris,OL:OL697429W,Guardian Top 100,2,Author
Joanne Harris,OL:OL928455W,Guardian Top 100,8,Author
Jodi Picoult,K:39d2beb10b6e,Top Ten Books,7,
Jodi Picoult,K:429ebb6de68d,Top Ten Books,8,
Jodi Picoult,K:5b01431b2a0f,Top Ten Books,4,
Jodi Picoult,K:6c48d4f8f588,Top Ten Books,10,
Jodi Picoult,K:6e39cb76d442,Top Ten Books,1,
Jodi Picoult,K:85c796e3a0f0,Top Ten Books,5,
Jodi Picoult,K:c539f3784713,Top Ten Books,6,
Jodi Picoult,OL:OL15165350W,Top Ten Books,9,
Jodi Picoult,OL:OL34381078W,Top Ten Books,3,
Jodi Picoult,OL:OL62979W,Top Ten Books,2,
Joe Dunthorne,OL:OL120601W,Guardian Top 100,5,Author
Joe Dunthorne,OL:OL1707638W,Guardian Top 100,9,Author
Joe Dunthorne,OL:OL1875010W,Guardian Top 100,3,Author
Joe Dunthorne,OL:OL1921196W,Guardian Top 100,4,Author
Joe Dunthorne,OL:OL2005223W,Guardian Top 100,10,Author
Joe Dunthorne,OL:OL40879W,Guardian Top 100,2,Author
Joe Dunthorne,OL:OL46611W,Guardian Top 100,1,Author
Joe Dunthorne,OL:OL55239W,Guardian Top 100,7,Author
Joe Dunthorne,OL:OL59048W,Guardian Top 100,8,Author
Joe Dunthorne,OL:OL59434W,Guardian Top 100,6,Author
John Banville,K:186d7e7da316,Top Ten Books,1,
John Banville,K:9529cd67cb83,Top Ten Books,8,
John Banville,K:fed4131b3954,Top Ten Books,4,
John Banville,OL:OL102749W,Top Ten Books,5,
John Banville,OL:OL16313W,Top Ten Books,10,
John Banville,OL:OL20600W,Top Ten Books,9,
John Banville,OL:OL21025633W,Top Ten Books,2,
John Banville,OL:OL46615W,Top Ten Books,7,
John Banville,OL:OL627084W,Top Ten Books,6,
John Banville,OL:OL86318W,Top Ten Books,3,
John Boyne,OL:OL1863530W,Guardian Top 100,8,Author
John Boyne,OL:OL21170W,Guardian Top 100,1,Author
John Boyne,OL:OL2539795W,Guardian Top 100,2,Author
John Boyne,OL:OL27442749W,Guardian Top 100,6,Author
John Boyne,OL:OL4321141W,Guardian Top 100,5,Author
John Boyne,OL:OL471932W,Guardian Top 100,10,Author
John Boyne,OL:OL505944W,Guardian Top 100,9,Author
John Boyne,OL:OL8026340W,Guardian Top 100,3,Author
John Boyne,OL:OL8662242W,Guardian Top 100,4,Author
John Boyne,OL:OL88881W,Guardian Top 100,7,Author
John Irving,K:9b18dd743820,Top Ten Books,6,
John Irving,OL:OL102749W,Top Ten Books,3,
John Irving,OL:OL19350876W,Top Ten Books,10,
John Irving,OL:OL274505W,Top Ten Books,8,
John Irving,OL:OL44927W,Top Ten Books,2,
John Irving,OL:OL455305W,Top Ten Books,4,
John Irving,OL:OL67334W,Top Ten Books,7,
John Irving,OL:OL842158W,Top Ten Books,9,
John Irving,OL:OL8662242W,Top Ten Books,5,
John Irving,OL:OL8721462W,Top Ten Books,1,
John Lanchester,OL:OL102749W,Guardian Top 100,5,Author
John Lanchester,OL:OL1190289W,Guardian Top 100,1,Author
John Lanchester,OL:OL166971W,Guardian Top 100,7,Author
John Lanchester,OL:OL2074162W,Guardian Top 100,10,Author
John Lanchester,OL:OL20867W,Guardian Top 100,2,Author
John Lanchester,OL:OL2386322W,Guardian Top 100,6,Author
John Lanchester,OL:OL267171W,Guardian Top 100,4,Author
John Lanchester,OL:OL59800W,Guardian Top 100,9,Author
John Lanchester,OL:OL7982392W,Guardian Top 100,8,Author
John Lanchester,OL:OL86318W,Guardian Top 100,3,Author
John Mullan,OL:OL1190289W,Guardian Top 100,6,Academic
John Mullan,OL:OL15165350W,Guardian Top 100,10,Academic
John Mullan,OL:OL190034W,Guardian Top 100,1,Academic
John Mullan,OL:OL19350876W,Guardian Top 100,7,Academic
John Mullan,OL:OL20867W,Guardian Top 100,3,Academic
John Mullan,OL:OL267096W,Guardian Top 100,4,Academic
John Mullan,OL:OL32013322W,Guardian Top 100,5,Academic
John Mullan,OL:OL44927W,Guardian Top 100,9,Academic
John Mullan,OL:OL86318W,Guardian Top 100,8,Academic
John Mullan,OL:OL8721462W,Guardian Top 100,2,Academic
John Self,OL:OL14858723W,Guardian Top 100,10,
John Self,OL:OL14934891W,Guardian Top 100,4,
John Self,OL:OL15297W,Guardian Top 100,6,
John Self,OL:OL15706660W,Guardian Top 100,1,
John Self,OL:OL20769W,Guardian Top 100,5,
John Self,OL:OL26437W,Guardian Top 100,8,
John Self,OL:OL26733889W,Guardian Top 100,3,
John Self,OL:OL5721565W,Guardian Top 100,9,
John Self,OL:OL59048W,Guardian Top 100,2,
John Self,OL:OL98454W,Guardian Top 100,7,
Jon Day,OL:OL14868508W,Guardian Top 100,7,Author/Academic/Journalist
Jon Day,OL:OL17661158W,Guardian Top 100,5,Author/Academic/Journalist
Jon Day,OL:OL1993499W,Guardian Top 100,10,Author/Academic/Journalist
Jon Day,OL:OL2005223W,Guardian Top 100,6,Author/Academic/Journalist
Jon Day,OL:OL20771W,Guardian Top 100,2,Author/Academic/Journalist
Jon Day,OL:OL221348W,Guardian Top 100,4,Author/Academic/Journalist
Jon Day,OL:OL26496349W,Guardian Top 100,9,Author/Academic/Journalist
Jon Day,OL:OL39396W,Guardian Top 100,8,Author/Academic/Journalist
Jon Day,OL:OL59048W,Guardian Top 100,3,Author/Academic/Journalist
Jon Day,OL:OL86318W,Guardian Top 100,1,Author/Academic/Journalist
Jonathan Franzen,K:969799e0bdc1,Top Ten Books,7,
Jonathan Franzen,K:c7f77816dbd2,Top Ten Books,9,
Jonathan Franzen,K:d2d9f9b0f145,Top Ten Books,6,
Jonathan Franzen,OL:OL10432709W,Top Ten Books,1,
Jonathan Franzen,OL:OL1190289W,Top Ten Books,4,
Jonathan Franzen,OL:OL267171W,Top Ten Books,2,
Jonathan Franzen,OL:OL34381078W,Top Ten Books,5,
Jonathan Franzen,OL:OL498463W,Top Ten Books,3,
Jonathan Franzen,OL:OL627084W,Top Ten Books,8,
Jonathan Franzen,OL:OL757983W,Top Ten Books,10,
Jonathan Lethem,K:c7f77816dbd2,Top Ten Books,3,
Jonathan Lethem,K:f3bef513288a,Top Ten Books,8,
Jonathan Lethem,OL:OL1326328W,Top Ten Books,7,
Jonathan Lethem,OL:OL151411W,Top Ten Books,6,
Jonathan Lethem,OL:OL166894W,Top Ten Books,10,
Jonathan Lethem,OL:OL2074162W,Top Ten Books,5,
Jonathan Lethem,OL:OL32013322W,Top Ten Books,9,
Jonathan Lethem,OL:OL498463W,Top Ten Books,2,
Jonathan Lethem,OL:OL733640W,Top Ten Books,4,
Jonathan Lethem,OL:OL8721462W,Top Ten Books,1,
Jonathan Miles,K:0a427d1f8faf,Top Ten Books,10,
Jonathan Miles,K:43a7a41f5606,Top Ten Books,6,
Jonathan Miles,K:5c6f63dda7c1,Top Ten Books,9,
Jonathan Miles,K:86c79232ad7b,Top Ten Books,4,
Jonathan Miles,K:93dc6897f134,Top Ten Books,1,
Jonathan Miles,K:adc0c3e969c5,Top Ten Books,3,
Jonathan Miles,K:b8f63c3e8554,Top Ten Books,7,
Jonathan Miles,K:f15eab275905,Top Ten Books,5,
Jonathan Miles,OL:OL267096W,Top Ten Books,2,
Jonathan Miles,OL:OL506115W,Top Ten Books,8,
Jonathan Raban,K:1d1ae492ede5,Top Ten Books,3,
Jonathan Raban,K:1d2a45e65297,Top Ten Books,10,
Jonathan Raban,K:7b6996b5e5d9,Top Ten Books,5,
Jonathan Raban,OL:OL190034W,Top Ten Books,2,
Jonathan Raban,OL:OL20867W,Top Ten Books,6,
Jonathan Raban,OL:OL276365W,Top Ten Books,4,
Jonathan Raban,OL:OL32013322W,Top Ten Books,7,
Jonathan Raban,OL:OL41368739W,Top Ten Books,1,
Jonathan Raban,OL:OL53908W,Top Ten Books,8,
Jonathan Raban,OL:OL5721565W,Top Ten Books,9,
Josephine Humphreys,K:10150da613f8,Top Ten Books,5,
Josephine Humphreys,K:2753623cf2c8,Top Ten Books,10,
Josephine Humphreys,K:3b04f3eef439,Top Ten Books,8,
Josephine Humphreys,OL:OL102749W,Top Ten Books,1,
Josephine Humphreys,OL:OL14868508W,Top Ten Books,6,
Josephine Humphreys,OL:OL38282W,Top Ten Books,3,
Josephine Humphreys,OL:OL479009W,Top Ten Books,4,
Josephine Humphreys,OL:OL53908W,Top Ten Books,2,
Josephine Humphreys,OL:OL627084W,Top Ten Books,7,
Josephine Humphreys,OL:OL82931W,Top Ten Books,9,
Joshua Cohen,OL:OL106079W,Guardian Top 100,9,Author
Joshua Cohen,OL:OL109871W,Guardian Top 100,6,Author
Joshua Cohen,OL:OL13116995W,Guardian Top 100,4,Author
Joshua Cohen,OL:OL1940374W,Guardian Top 100,2,Author
Joshua Cohen,OL:OL30274067W,Guardian Top 100,3,Author
Joshua Cohen,OL:OL509919W,Guardian Top 100,5,Author
Joshua Cohen,OL:OL5721561W,Guardian Top 100,7,Author
Joshua Cohen,OL:OL64465W,Guardian Top 100,8,Author
Joshua Cohen,OL:OL8193478W,Guardian Top 100,1,Author
Joshua Cohen,OL:OL85892W,Guardian Top 100,10,Author
Josip Novakovich,K:0ed1a323eb37,Top Ten Books,9,
Josip Novakovich,K:1142c6098f6d,Top Ten Books,2,
Josip Novakovich,K:3dff16151b37,Top Ten Books,7,
Josip Novakovich,K:97c74aaee58b,Top Ten Books,6,
Josip Novakovich,K:fc55a5b4798e,Top Ten Books,4,
Josip Novakovich,OL:OL10432709W,Top Ten Books,1,
Josip Novakovich,OL:OL466942W,Top Ten Books,3,
Josip Novakovich,OL:OL847902W,Top Ten Books,5,
Josip Novakovich,OL:OL98459W,Top Ten Books,8,
Joyce Carol Oates,K:655dc7057956,Top Ten Books,5,
Joyce Carol Oates,K:6baf284ba2c5,Top Ten Books,4,
Joyce Carol Oates,OL:OL102749W,Top Ten Books,9,
Joyce Carol Oates,OL:OL166894W,Top Ten Books,1,
Joyce Carol Oates,OL:OL53908W,Top Ten Books,10,
Joyce Carol Oates,OL:OL733640W,Top Ten Books,6,
Joyce Carol Oates,OL:OL81293W,Top Ten Books,7,
Joyce Carol Oates,OL:OL81294W,Top Ten Books,8,
Joyce Carol Oates,OL:OL82870W,Top Ten Books,3,
Joyce Carol Oates,OL:OL86318W,Top Ten Books,2,
Juan Gabriel Vasquez,OL:OL1190289W,Guardian Top 100,6,Author
Juan Gabriel Vasquez,OL:OL166894W,Guardian Top 100,8,Author
Juan Gabriel Vasquez,OL:OL19350876W,Guardian Top 100,3,Author
Juan Gabriel Vasquez,OL:OL267096W,Guardian Top 100,4,Author
Juan Gabriel Vasquez,OL:OL274505W,Guardian Top 100,2,Author
Juan Gabriel Vasquez,OL:OL38663W,Guardian Top 100,5,Author
Juan Gabriel Vasquez,OL:OL39396W,Guardian Top 100,7,Author
Juan Gabriel Vasquez,OL:OL44222301W,Guardian Top 100,1,Author
Juan Gabriel Vasquez,OL:OL82931W,Guardian Top 100,10,Author
Juan Gabriel Vasquez,OL:OL857552W,Guardian Top 100,9,Author
Jude Cook,OL:OL14868508W,Guardian Top 100,2,Journalist
Jude Cook,OL:OL15859552W,Guardian Top 100,8,Journalist
Jude Cook,OL:OL16032925W,Guardian Top 100,10,Journalist
Jude Cook,OL:OL16313W,Guardian Top 100,3,Journalist
Jude Cook,OL:OL39316W,Guardian Top 100,6,Journalist
Jude Cook,OL:OL44994W,Guardian Top 100,4,Journalist
Jude Cook,OL:OL468485W,Guardian Top 100,7,Journalist
Jude Cook,OL:OL50548W,Guardian Top 100,9,Journalist
Jude Cook,OL:OL66530W,Guardian Top 100,1,Journalist
Jude Cook,OL:OL98491W,Guardian Top 100,5,Journalist
Judy Budnitz,K:18a93d157004,Top Ten Books,7,
Judy Budnitz,K:19d0058befb1,Top Ten Books,9,
Judy Budnitz,K:1eb8c32d422e,Top Ten Books,10,
Judy Budnitz,K:2484db8decc1,Top Ten Books,2,
Judy Budnitz,K:4d4b9f43727e,Top Ten Books,3,
Judy Budnitz,K:ef3be8623dfc,Top Ten Books,6,
Judy Budnitz,OL:OL267096W,Top Ten Books,5,
Judy Budnitz,OL:OL3140822W,Top Ten Books,4,
Judy Budnitz,OL:OL501911W,Top Ten Books,8,
Judy Budnitz,OL:OL627084W,Top Ten Books,1,
Julian Barnes,K:1d1ae492ede5,Top Ten Books,2,
Julian Barnes,K:20121da40aef,Top Ten Books,10,
Julian Barnes,K:3e4c8a960300,Top Ten Books,5,
Julian Barnes,K:5fcc86b529ea,series_explode,,
Julian Barnes,OL:OL19350876W,Top Ten Books,1,
Julian Barnes,OL:OL2386322W,Top Ten Books,8,
Julian Barnes,OL:OL267096W,Top Ten Books,4,
Julian Barnes,OL:OL40756300W,Top Ten Books,3,
Julian Barnes,OL:OL42718662W,series_explode,,
Julian Barnes,OL:OL463809W,series_explode,,
Julian Barnes,OL:OL463820W,series_explode,,
Julian Barnes,OL:OL509889W,Top Ten Books,7,
Julian Barnes,OL:OL98585W,Top Ten Books,6,
Julie Myerson,OL:OL14919676W,Guardian Top 100,9,Author
Julie Myerson,OL:OL16672348W,Guardian Top 100,3,Author
Julie Myerson,OL:OL1863359W,Guardian Top 100,8,Author
Julie Myerson,OL:OL21170W,Guardian Top 100,7,Author
Julie Myerson,OL:OL276386W,Guardian Top 100,10,Author
Julie Myerson,OL:OL34381078W,Guardian Top 100,5,Author
Julie Myerson,OL:OL39396W,Guardian Top 100,1,Author
Julie Myerson,OL:OL50548W,Guardian Top 100,6,Author
Julie Myerson,OL:OL551015W,Guardian Top 100,4,Author
Julie Myerson,OL:OL59048W,Guardian Top 100,2,Author
Junot Díaz,K:13778f54d567,Top Ten Books,2,
Junot Díaz,K:2c5e83e0ac55,Top Ten Books,7,
Junot Díaz,K:5e444245aa75,Top Ten Books,6,
Junot Díaz,K:7787f9851a27,Top Ten Books,10,
Junot Díaz,K:afe7479aaf9f,Top Ten Books,3,
Junot Díaz,K:e50b74904533,Top Ten Books,8,
Junot Díaz,OL:OL457179W,Top Ten Books,9,
Junot Díaz,OL:OL50567W,Top Ten Books,4,
Junot Díaz,OL:OL5860211W,Top Ten Books,5,
Junot Díaz,OL:OL7972956W,Top Ten Books,1,
Justine Jordan,OL:OL20867W,Guardian Top 100,2,Journalist
Justine Jordan,OL:OL276798W,Guardian Top 100,10,Journalist
Justine Jordan,OL:OL40756300W,Guardian Top 100,3,Journalist
Justine Jordan,OL:OL41368739W,Guardian Top 100,5,Journalist
Justine Jordan,OL:OL43336312W,Guardian Top 100,7,Journalist
Justine Jordan,OL:OL457179W,Guardian Top 100,4,Journalist
Justine Jordan,OL:OL464512W,Guardian Top 100,9,Journalist
Justine Jordan,OL:OL50548W,Guardian Top 100,8,Journalist
Justine Jordan,OL:OL627084W,Guardian Top 100,6,Journalist
Justine Jordan,OL:OL86318W,Guardian Top 100,1,Journalist
Karen Joy Fowler,K:04ef5684be62,Top Ten Books,10,
Karen Joy Fowler,K:58e8ae773c4c,Top Ten Books,5,
Karen Joy Fowler,K:ef6aa2e15e06,Top Ten Books,2,
Karen Joy Fowler,OL:OL1095427W,Top Ten Books,7,
Karen Joy Fowler,OL:OL190034W,Top Ten Books,6,
Karen Joy Fowler,OL:OL20867W,Top Ten Books,1,
Karen Joy Fowler,OL:OL2564006W,Top Ten Books,4,
Karen Joy Fowler,OL:OL26733889W,Top Ten Books,8,
Karen Joy Fowler,OL:OL274505W,Top Ten Books,9,
Karen Joy Fowler,OL:OL44222301W,Top Ten Books,3,
Kate Atkinson,K:6417f1b08a9e,Top Ten Books,10,
Kate Atkinson,K:efbff58fd7a8,Top Ten Books,7,
Kate Atkinson,OL:OL151411W,Top Ten Books,2,
Kate Atkinson,OL:OL15165350W,Top Ten Books,3,
Kate Atkinson,OL:OL20867W,Top Ten Books,4,
Kate Atkinson,OL:OL276365W,Top Ten Books,5,
Kate Atkinson,OL:OL40756300W,Top Ten Books,1,
Kate Atkinson,OL:OL501911W,Top Ten Books,8,
Kate Atkinson,OL:OL53908W,Top Ten Books,9,
Kate Atkinson,OL:OL98459W,Top Ten Books,6,
Kate Mosse,OL:OL107195W,Guardian Top 100,9,Author
Kate Mosse,OL:OL21170W,Guardian Top 100,1,Author
Kate Mosse,OL:OL2564006W,Guardian Top 100,6,Author
Kate Mosse,OL:OL26860869W,Guardian Top 100,10,Author
Kate Mosse,OL:OL27052926W,Guardian Top 100,4,Author
Kate Mosse,OL:OL276386W,Guardian Top 100,5,Author
Kate Mosse,OL:OL465059W,Guardian Top 100,8,Author
Kate Mosse,OL:OL472250W,Guardian Top 100,2,Author
Kate Mosse,OL:OL48197W,Guardian Top 100,7,Author
Kate Mosse,OL:OL50565W,Guardian Top 100,3,Author
Katharine Viner,OL:OL1095427W,Guardian Top 100,2,Journalist
Katharine Viner,OL:OL17351965W,Guardian Top 100,10,Journalist
Katharine Viner,OL:OL267096W,Guardian Top 100,6,Journalist
Katharine Viner,OL:OL274518W,Guardian Top 100,5,Journalist
Katharine Viner,OL:OL39360W,Guardian Top 100,4,Journalist
Katharine Viner,OL:OL50548W,Guardian Top 100,1,Journalist
Katharine Viner,OL:OL5731542W,Guardian Top 100,9,Journalist
Katharine Viner,OL:OL5860211W,Guardian Top 100,8,Journalist
Katharine Viner,OL:OL66562W,Guardian Top 100,3,Journalist
Katharine Viner,OL:OL8662242W,Guardian Top 100,7,Journalist
Katherine Rundell,OL:OL10432709W,Guardian Top 100,7,Author
Katherine Rundell,OL:OL151411W,Guardian Top 100,6,Author
Katherine Rundell,OL:OL1875009W,Guardian Top 100,5,Author
Katherine Rundell,OL:OL190034W,Guardian Top 100,1,Author
Katherine Rundell,OL:OL20867W,Guardian Top 100,2,Author
Katherine Rundell,OL:OL2196005W,Guardian Top 100,9,Author
Katherine Rundell,OL:OL26860869W,Guardian Top 100,3,Author
Katherine Rundell,OL:OL43161739W,Guardian Top 100,10,Author
Katherine Rundell,OL:OL464512W,Guardian Top 100,8,Author
Katherine Rundell,OL:OL50548W,Guardian Top 100,4,Author
Kathryn Harrison,K:4c52ca01da6f,Top Ten Books,1,
Kathryn Harrison,K:bf7805dad43e,Top Ten Books,3,
Kathryn Harrison,K:fbee4c090e26,Top Ten Books,5,
Kathryn Harrison,OL:OL159382W,Top Ten Books,6,
Kathryn Harrison,OL:OL19350876W,Top Ten Books,8,
Kathryn Harrison,OL:OL20867W,Top Ten Books,7,
Kathryn Harrison,OL:OL457179W,Top Ten Books,9,
Kathryn Harrison,OL:OL676009W,Top Ten Books,2,
Kathryn Harrison,OL:OL8662242W,Top Ten Books,4,
Kathryn Harrison,OL:OL98587W,Top Ten Books,10,
Kathryn Hughes,OL:OL1095427W,Guardian Top 100,2,Academic
Kathryn Hughes,OL:OL1103093W,Guardian Top 100,6,Academic
Kathryn Hughes,OL:OL14868508W,Guardian Top 100,3,Academic
Kathryn Hughes,OL:OL15165350W,Guardian Top 100,4,Academic
Kathryn Hughes,OL:OL1984734W,Guardian Top 100,9,Academic
Kathryn Hughes,OL:OL20867W,Guardian Top 100,1,Academic
Kathryn Hughes,OL:OL276386W,Guardian Top 100,10,Academic
Kathryn Hughes,OL:OL39360W,Guardian Top 100,5,Academic
Kathryn Hughes,OL:OL457179W,Guardian Top 100,8,Academic
Kathryn Hughes,OL:OL5721394W,Guardian Top 100,7,Academic
Ken Kalfus,K:1953ba5c8e84,Top Ten Books,8,
Ken Kalfus,K:30993508b211,Top Ten Books,9,
Ken Kalfus,K:5fcc86b529ea,series_explode,,
Ken Kalfus,K:969b47058d9c,Top Ten Books,6,
Ken Kalfus,K:de8ae851971a,Top Ten Books,1,
Ken Kalfus,K:fbe28ea907ef,Top Ten Books,2,
Ken Kalfus,OL:OL14866824W,Top Ten Books,5,
Ken Kalfus,OL:OL23205W,Top Ten Books,10,
Ken Kalfus,OL:OL267171W,Top Ten Books,3,
Ken Kalfus,OL:OL42718662W,series_explode,,
Ken Kalfus,OL:OL463809W,series_explode,,
Ken Kalfus,OL:OL463820W,series_explode,,
Ken Kalfus,OL:OL86318W,Top Ten Books,4,
Kent Haruf,K:017afa232b50,Top Ten Books,4,
Kent Haruf,K:2ecba695b7ae,Top Ten Books,5,
Kent Haruf,K:3b04f3eef439,Top Ten Books,7,
Kent Haruf,K:6b584d1b9428,Top Ten Books,2,
Kent Haruf,K:9582f8788134,Top Ten Books,8,
Kent Haruf,K:fbe28ea907ef,Top Ten Books,3,
Kent Haruf,OL:OL1230613W,Top Ten Books,9,
Kent Haruf,OL:OL23205W,Top Ten Books,10,
Kent Haruf,OL:OL53908W,Top Ten Books,6,
Kent Haruf,OL:OL82870W,Top Ten Books,1,
Kevin O'Malley,K:1e0203a3004c,Top Ten Books,3,
Kevin O'Malley,K:3217b8f0ad67,Top Ten Books,10,
Kevin O'Malley,K:72452c900a94,Top Ten Books,1,
Kevin O'Malley,K:a32b529baa70,Top Ten Books,6,
Kevin O'Malley,K:ab6325032b46,Top Ten Books,4,
Kevin O'Malley,K:b7e02ad45061,Top Ten Books,2,
Kevin O'Malley,K:e58ea2747551,Top Ten Books,8,
Kevin O'Malley,K:f5b2e8ed7aaf,Top Ten Books,5,
Kevin O'Malley,K:f5c7d89b5b99,Top Ten Books,9,
Kevin O'Malley (alt),K:1e0203a3004c,Top Ten Books,3,
Kevin O'Malley (alt),K:3217b8f0ad67,Top Ten Books,10,
Kevin O'Malley (alt),K:72452c900a94,Top Ten Books,1,
Kevin O'Malley (alt),K:a32b529baa70,Top Ten Books,6,
Kevin O'Malley (alt),K:ab6325032b46,Top Ten Books,4,
Kevin O'Malley (alt),K:b7e02ad45061,Top Ten Books,2,
Kevin O'Malley (alt),K:e58ea2747551,Top Ten Books,8,
Kevin O'Malley (alt),K:f5b2e8ed7aaf,Top Ten Books,5,
Kevin O'Malley (alt),K:f5c7d89b5b99,Top Ten Books,9,
Kevin Power,OL:OL15859552W,Guardian Top 100,9,
Kevin Power,OL:OL16847W,Guardian Top 100,4,
Kevin Power,OL:OL19350876W,Guardian Top 100,7,
Kevin Power,OL:OL26733889W,Guardian Top 100,3,
Kevin Power,OL:OL276365W,Guardian Top 100,10,
Kevin Power,OL:OL38663W,Guardian Top 100,6,
Kevin Power,OL:OL4082696W,Guardian Top 100,8,
Kevin Power,OL:OL627084W,Guardian Top 100,2,
Kevin Power,OL:OL82870W,Guardian Top 100,5,
Kevin Power,OL:OL86318W,Guardian Top 100,1,
Kieran Goddard,OL:OL10432709W,Guardian Top 100,2,Author
Kieran Goddard,OL:OL15859552W,Guardian Top 100,7,Author
Kieran Goddard,OL:OL1875010W,Guardian Top 100,9,Author
Kieran Goddard,OL:OL20867W,Guardian Top 100,5,Author
Kieran Goddard,OL:OL39396W,Guardian Top 100,4,Author
Kieran Goddard,OL:OL44986W,Guardian Top 100,6,Author
Kieran Goddard,OL:OL46615W,Guardian Top 100,8,Author
Kieran Goddard,OL:OL500451W,Guardian Top 100,10,Author
Kieran Goddard,OL:OL81294W,Guardian Top 100,1,Author
Kieran Goddard,OL:OL86318W,Guardian Top 100,3,Author
Kit de Waal,OL:OL106073W,Guardian Top 100,5,Author/Academic
Kit de Waal,OL:OL1095427W,Guardian Top 100,6,Author/Academic
Kit de Waal,OL:OL15723140W,Guardian Top 100,10,Author/Academic
Kit de Waal,OL:OL17434786W,Guardian Top 100,9,Author/Academic
Kit de Waal,OL:OL19350876W,Guardian Top 100,2,Author/Academic
Kit de Waal,OL:OL40873W,Guardian Top 100,8,Author/Academic
Kit de Waal,OL:OL50548W,Guardian Top 100,7,Author/Academic
Kit de Waal,OL:OL515754W,Guardian Top 100,3,Author/Academic
Kit de Waal,OL:OL59048W,Guardian Top 100,1,Author/Academic
Kit de Waal,OL:OL8721462W,Guardian Top 100,4,Author/Academic
Laila Lalami,K:0ebceaccfbc5,Top Ten Books,5,
Laila Lalami,K:711ea85aabb6,Top Ten Books,3,
Laila Lalami,OL:OL103113W,Top Ten Books,7,
Laila Lalami,OL:OL159382W,Top Ten Books,4,
Laila Lalami,OL:OL274505W,Top Ten Books,9,
Laila Lalami,OL:OL479009W,Top Ten Books,10,
Laila Lalami,OL:OL495470W,Top Ten Books,8,
Laila Lalami,OL:OL500388W,Top Ten Books,1,
Laila Lalami,OL:OL50564W,Top Ten Books,2,
Laila Lalami,OL:OL675783W,Top Ten Books,6,
Lara Feigel,OL:OL1095427W,Guardian Top 100,10,Author/Academic/Journalist
Lara Feigel,OL:OL14868508W,Guardian Top 100,7,Author/Academic/Journalist
Lara Feigel,OL:OL20867W,Guardian Top 100,3,Author/Academic/Journalist
