row_index,voter_name,raw_title,raw_year,raw_director,canonical_id,resolved_year,flag_types
8378,Maori Holmes,Black Girl,1965,Ousmane Sembène,F:1961bdb691aa,1965,
8379,Maori Holmes,Annie Hall,1977,Woody Allen,F:7c54b4356371,1977,
8380,Maori Holmes,All That Jazz,1979,Bob Fosse,F:3dc11a61f1ca,1979,
8381,Maori Holmes,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
8382,Maori Holmes,The Wizard of Oz,1939,Victor Fleming,F:b5fac1879322,1939,
8383,Maori Holmes,Everything Everywhere All At Once,2022,"Daniel Kwan, Daniel Scheinert",F:8a826d8712a7,2022,
8384,Maori Holmes,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
8385,Patrick Holzapfel,The Quince Tree Sun,1992,Víctor Erice,F:8db25a4797e8,1992,
8386,Patrick Holzapfel,Killer of Sheep,1977,Charles Burnett,F:0565ff7fd56c,1977,
8387,Patrick Holzapfel,Passeio com Johnny Guitar,1996,João César Monteiro,F:594bbf5ebced,1996,
8388,Patrick Holzapfel,Coeur Fidele,1923,Jean Epstein,F:7f24f9306213,1923,
8389,Patrick Holzapfel,Le navire Night,1979,Marguerite Duras,F:20bf11b88863,1979,
8390,Patrick Holzapfel,Vremena goda,1975,Artavazd Peleshian,F:d32d0bf575ce,1975,
8391,Patrick Holzapfel,Man of Aran,1934,Robert Flaherty,F:3eae6759564f,1934,
8392,Patrick Holzapfel,Hat Wolff von Amerongen Konkursdelikte begangen?,2004,Gerhard Friedl,F:4e7bd8e303f8,2004,
8393,Patrick Holzapfel,Domenica sera,1962,Franco Piavoli,F:29ec9a23373b,1962,
8394,Patrick Holzapfel,Uski Roti,1969,Mani Kaul,F:df2b6081d56d,1969,
8395,Sangsoo Hong,Boat Leaving the Port,1895,Lumiere Brothers,F:975a6dd48ff5,1895,
8396,Sangsoo Hong,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
8397,Sangsoo Hong,Ordet,1955,Carl Th. Dreyer,F:d8e24aa1ab58,1955,
8398,Sangsoo Hong,L'Atalante,1934,Jean Vigo,F:2bcbc58a252d,1934,
8399,Sangsoo Hong,Boudu Sauvé Des Eaux,1932,Jean Renoir,F:3dcb5570fe49,1932,
8400,Sangsoo Hong,Late Spring,1949,Yasujirō Ozu,F:7cdcf0b32a06,1949,
8401,Sangsoo Hong,Young Mr. Lincoln,1939,John Ford,F:ebb2737eeb11,1939,
8402,Sangsoo Hong,A Man Escaped,1956,Robert Bresson,F:feaa04ac1109,1956,
8403,Sangsoo Hong,Nazarín,1958,Luis Buñuel,F:411df6bf4e5c,1958,
8404,Sangsoo Hong,The Green Ray,1986,Eric Rohmer,F:ef557d6c32c4,1986,
8405,Pirjo Honkasalo,Andrei Rublev,1966,Andrei Tarkovsky,F:b5749f03606c,1966,
8406,Pirjo Honkasalo,Mouchette,1966,Robert Bresson,F:44d249fc6091,1966,
8407,Pirjo Honkasalo,La terra trema,1948,Luchino Visconti,F:f26363208aeb,1948,
8408,Pirjo Honkasalo,Dekalog (Decalogue),1989,Krzysztof Kieślowski,F:99525f6dd03f,1989,
8409,Pirjo Honkasalo,Hiroshima mon amour,1959,Alain Resnais,F:838a18661382,1959,
8410,Pirjo Honkasalo,Letyat Zhuravli,1957,Mikhail Kalatozov,F:e0fa4f112d72,1957,
8411,Pirjo Honkasalo,Accattone,1961,Pier Paolo Pasolini,F:4b9cd36eace5,1961,
8412,Pirjo Honkasalo,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
8413,Sky Hopinka,Streetwise,1984,Martin Bell,F:24fab12666b8,1984,
8414,Sky Hopinka,Kanehsatake: 270 Years of Resistance,1993,Alanis Obomsawin,F:0dfe58c65ddc,1993,
8415,Sky Hopinka,News from Home,1976,Chantal Akerman,F:a9519db91181,1976,
8416,Sky Hopinka,Surname Viet Given Name Nam,1977,Trinh T. Minh-ha,F:21b9702b7e39,1977,
8417,Sky Hopinka,Werckmeister Harmonies,2000,Béla Tarr,F:9609d2e67c50,2000,
8418,Sky Hopinka,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
8419,Sky Hopinka,The Man Who Could Not See Far Enough,1981,Peter Rose,F:a00919580a95,1981,
8420,Sky Hopinka,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,F:77324d1d150c,2010,
8421,Sky Hopinka,Beau travail,1998,Claire Denis,F:325075869126,1998,
8422,Sky Hopinka,Cameraperson,2016,Kirsten Johnson,F:2eb5e0cd3ccf,2016,
8423,Ben Hopkins,Barry Lyndon,1975,Stanley Kubrick,F:6d78c0ecb7e7,1975,
8424,Ben Hopkins,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
8425,Ben Hopkins,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
8426,Ben Hopkins,The Ascent,1976,Larissa Shepitko,F:69dee05125cb,1976,
8427,Ben Hopkins,"Synecdoche, New York",2008,Charlie Kaufman,F:fa14126df2e7,2008,
8428,Ben Hopkins,Werckmeister Harmonies,2000,Béla Tarr,F:9609d2e67c50,2000,
8429,Ben Hopkins,Pather Panchali,1955,Satyajit Ray,F:cda1a8b3152c,1955,
8430,Ben Hopkins,Il Bidone,1955,Federico Fellini,F:e2182ffd8508,1955,
8431,Ben Hopkins,Fanny and Alexander,1982,Ingmar Bergman,F:8703270231ee,1982,
8432,Ben Hopkins,Trash Humpers,2009,Harmony Korine,F:1feb0ee78dd1,2009,
8433,Jan-Christopher Horak,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
8434,Jan-Christopher Horak,Russki Kovcheg,2002,Aleksandr Sokurov,F:7b1253150b96,2002,
8435,Jan-Christopher Horak,L'avventura,1960,Michelangelo Antonioni,F:15298623ef1f,1960,
8436,Jan-Christopher Horak,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
8437,Jan-Christopher Horak,Fear Eats the Soul,1974,Rainer Werner Fassbinder,F:10e86670da04,1974,
8438,Jan-Christopher Horak,Pierrot le fou,1965,Jean-Luc Godard,F:5094c1da4d65,1965,
8439,Jan-Christopher Horak,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
8440,Jan-Christopher Horak,The Wild Bunch,1969,Sam Peckinpah,F:fbfc282cbfbb,1969,
8441,Jan-Christopher Horak,Az EN XX. SZAZADOM,1989,Ildikó Enyedi,F:3bc7224ae260,1989,
8442,Jan-Christopher Horak,Daughters of the Dust,1991,Julie Dash,F:32f33617395c,1991,
8443,Laura Horak,Shoes,1916,Lois Weber,F:ab3cd6cbe81e,1916,
8444,Laura Horak,Erotikon,1920,Mauritz Stiller,F:785ca2f4ef29,1920,
8445,Laura Horak,Sherlock Jr.,1924,Buster Keaton,F:03809811ea9b,1924,
8446,Laura Horak,All That Heaven Allows,1955,Douglas Sirk,F:fbaed03c3121,1955,
8447,Laura Horak,Tongues Untied,1989,Marlon Riggs,F:c2e492d52d62,1989,
8448,Laura Horak,Kanehsatake: 270 Years of Resistance,1993,Alanis Obomsawin,F:0dfe58c65ddc,1993,
8449,Laura Horak,The Matrix,1999,The Wachowskis,F:57a1bf06a3b8,1999,
8450,Laura Horak,Spirited Away,2001,Hayao Miyazaki,F:fbac63dcd9cf,2001,
8451,Laura Horak,Moonlight,2016,Barry Jenkins,F:16913ba1d831,2016,
8452,Laura Horak,Lingua franca,2019,Isabel Sandoval,F:7b0a51f59e4b,2019,
8453,Tanya Horeck,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
8454,Tanya Horeck,Fear Eats the Soul,1974,Rainer Werner Fassbinder,F:10e86670da04,1974,
8455,Tanya Horeck,Grey Gardens,1975,"David Maysles, Albert Maysles, Ellen Hovde, Muffie Meyer",F:eb763f2d4857,1975,
8456,Tanya Horeck,Working Girls,1986,Lizzie Borden,F:275644968c7a,1986,
8457,Tanya Horeck,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
8458,Tanya Horeck,Ratcatcher,1999,Lynne Ramsay,F:e5c08e9f1271,1999,
8459,Tanya Horeck,Wasp,2003,Andrea Arnold,F:984b0f1c1175,2003,
8460,Tanya Horeck,Hidden,2004,Michael Haneke,F:11fff6d5f45a,2004,
8461,Tanya Horeck,Stories We Tell,2012,Sarah Polley,F:4925de5e6090,2012,
8462,Tanya Horeck,The Body Remembers When the World Broke Open,2019,"Kathleen Hepburn, Elle-Máijá Tailfeathers",F:c377da635a16,2019,
8463,Philip Horne,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
8464,Philip Horne,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
8465,Philip Horne,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
8466,Philip Horne,Rear Window,1954,Alfred Hitchcock,F:f53416daf440,1954,
8467,Philip Horne,It's a Wonderful Life,1947,Frank Capra,F:6ae8c10ff551,1947,
8468,Philip Horne,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
8469,Philip Horne,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
8470,Philip Horne,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
8471,Philip Horne,The Life and Death of Colonel Blimp,1943,"Michael Powell, Emeric Pressburger",F:4418a62420bf,1943,
8472,Philip Horne,Taxi Driver,1976,Martin Scorsese,F:d472058d559a,1976,
8473,Bill Horrigan,The General,1926,"Buster Keaton, Clyde Bruckman",F:f5b23bc11b1d,1926,
8474,Bill Horrigan,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
8475,Bill Horrigan,The Magnificent Ambersons,1942,Orson Welles,F:9503b95b7798,1942,
8476,Bill Horrigan,La Pointe Courte,1954,Agnès Varda,F:b3c8e2868bec,1954,
8477,Bill Horrigan,The Chelsea Girls,1966,Andy Warhol,F:7ecd292638a9,1966,
8478,Bill Horrigan,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
8479,Bill Horrigan,Sans Soleil,1982,Chris Marker,F:8fc32725b37f,1982,
8480,Bill Horrigan,Shoah,1985,Claude Lanzmann,F:cbb0587ba064,1985,
8481,Bill Horrigan,Daughters of the Dust,1991,Julie Dash,F:32f33617395c,1991,
8482,Bill Horrigan,Blue,1993,Derek Jarman,F:9a64753216c8,1993,
8483,Alexander Horwath,In the Street,1944-48,"Helen Levitt, Janice Loeb, James Agee",F:e1ad66603213,1948,
8484,Alexander Horwath,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
8485,Alexander Horwath,The External World,2010,David OReilly,F:2495a255a78a,2010,
8486,Alexander Horwath,Singin' in the Rain,1951,"Gene Kelly, Stanley Donen",F:38ccb3d447c3,1951,
8487,Alexander Horwath,Ignoti alla città,1958,Cecilia Mangini,F:361f1fc496e1,1958,
8488,Alexander Horwath,Unsere Afrikareise (Our Trip to Africa),1961-66,Peter Kubelka,F:4cd21d0edba0,1966,
8489,Alexander Horwath,Passagen,1996,Lisl Ponger,F:03fd0977089b,1996,
8490,Alexander Horwath,Meghe Dhaka Tara,1960,Ritwik Ghatak,F:b81ddc038404,1960,
8491,Alexander Horwath,Duck Amuck,1951,Chuck Jones,F:1b9a570555e5,1951,
8492,Alexander Horwath,In girum imus nocte et consumimur igni,1978,Guy Debord,F:043933aa747f,1978,
8493,Eli Horwatt,Ratcatcher,1999,Lynne Ramsay,F:e5c08e9f1271,1999,
8494,Eli Horwatt,Ilha Das Flores,1989,Jorge Furtado,F:5836a4615b7b,1989,
8495,Eli Horwatt,Symbiopsychotaxiplasm: Take One,1967,William Greaves,F:930e2118f326,1967,
8496,Eli Horwatt,Born in Flames,1983,Lizzie Borden,F:b5b8d610e881,1983,
8497,Eli Horwatt,Handsworth Songs,1986,John Akomfrah,F:62223f240a33,1986,
8498,Eli Horwatt,Far from Vietnam,1967,"Alain Resnais, William Klein, Joris Ivens, Agnès Varda, Claude Lelouch, Jean-Luc Godard",F:43829d08eff8,1967,
8499,Eli Horwatt,Light Music,1975,Lis Rhodes,F:fa460217bf79,1975,
8500,Eli Horwatt,Tini Zabutykh Predkiv,1964,Sergei Paradjanov,F:651d58c8bee5,1964,
8501,Eli Horwatt,Sansho the Bailiff,1954,Kenji Mizoguchi,F:b7dbf64232a8,1954,
8502,Eli Horwatt,Reassemblage,1982,Trinh T. Minh-ha,F:569be7b19926,1982,
8503,Jenny Horwell,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
8504,Jenny Horwell,Salesman,1969,"Albert Maysles, David Maysles, Charlotte Zwerin",F:4326441d5975,1969,
8505,Jenny Horwell,Close-up,1989,Abbas Kiarostami,F:944ad783759e,1989,
8506,Jenny Horwell,The Gleaners and I,2000,Agnès Varda,F:950c29bf9796,2000,
8507,Jenny Horwell,Nostalgia for the Light,2010,Patricio Guzmán,F:05d1730cfab5,2010,
8508,Jenny Horwell,The Act of Killing,2012,Joshua Oppenheimer,F:7c9c923f35c0,2012,
8509,Jenny Horwell,Ida,2014,Pawel Pawlikowski,F:33e985a235a2,2014,
8510,Jenny Horwell,Boyhood,2014,Richard Linklater,F:41912772ddcd,2014,
8511,Jenny Horwell,Colectiv,2019,Alexander Nanau,F:fd56aade3fee,2019,
8512,Jenny Horwell,A Night of Knowing Nothing,2021,Payal Kapadia,F:b8f720f79cf8,2021,
8513,Peter Hoskin,The Docks of New York,1928,Josef von Sternberg,F:b9324859bf42,1928,
8514,Peter Hoskin,City Lights,1931,Charles Chaplin,F:7dacc043e524,1931,
8515,Peter Hoskin,The Roaring Twenties,1939,Raoul Walsh,F:29efd26dfc57,1939,
8516,Peter Hoskin,The Life and Death of Colonel Blimp,1943,"Michael Powell, Emeric Pressburger",F:4418a62420bf,1943,
8517,Peter Hoskin,My Darling Clementine,1946,John Ford,F:17be19f021ea,1946,
8518,Peter Hoskin,Black Narcissus,1947,"Michael Powell, Emeric Pressburger",F:8ce8232221d4,1947,
8519,Peter Hoskin,Midareru,1964,Mikio Naruse,F:52158130c010,1964,
8520,Peter Hoskin,Daisies,1966,Věra Chytilová,F:d2ac8fced14e,1966,
8521,Peter Hoskin,Out 1,1990,Jacques Rivette,F:ff478deae1ed,1990,
8522,Peter Hoskin,Russki Kovcheg,2002,Aleksandr Sokurov,F:7b1253150b96,2002,
8523,Hassan Hosseini,Imitation of Life,1934,John M. Stahl,F:bc4f5c3a30d7,1934,
8524,Hassan Hosseini,The Mortal Storm,1940,Frank Borzage,F:9cfb482519f5,1940,
8525,Hassan Hosseini,Cat People,1943,Jacques Tourneur,F:cd38e7f30696,1943,
8526,Hassan Hosseini,Opfergang,1944,Veit Harlan,F:161e34a823ad,1944,
8527,Hassan Hosseini,The Far Country,1954,Anthony Mann,F:365e1fe4cd79,1954,
8528,Hassan Hosseini,Sansho the Bailiff,1954,Kenji Mizoguchi,F:b7dbf64232a8,1954,
8529,Hassan Hosseini,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
8530,Hassan Hosseini,Glissements Progressifs Du Plaisir,1974,Alain Robbe-Grillet,F:dfe38d5b7289,1974,
8531,Hassan Hosseini,La MARGE,1976,Walerian Borowczyk,F:feecebaabada,1976,
8532,Hassan Hosseini,Les SIÈGES DE L'ALCAZAR,1989,Luc Moullet,F:87050fcb6451,1989,
8533,Peter Hourigan,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
8534,Peter Hourigan,Lola,1961,Jacques Demy,F:5f7bf751f347,1961,
8535,Peter Hourigan,Gertrud,1964,Carl Th. Dreyer,F:15cebbda1cd1,1964,
8536,Peter Hourigan,La Jetée,1962,Chris Marker,F:4a7fa7be8c87,1962,
8537,Peter Hourigan,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
8538,Peter Hourigan,Que La Bête Meure,1969,Claude Chabrol,F:d13a6d5e1fe9,1969,
8539,Peter Hourigan,The Conformist,1970,Bernardo Bertolucci,F:ed09733fe458,1970,
8540,Peter Hourigan,Hiroshima mon amour,1959,Alain Resnais,F:838a18661382,1959,
8541,Peter Hourigan,Rio Bravo,1958,Howard Hawks,F:d5d45d8c9f1b,1958,
8542,Courtney  Howard,City Lights,1931,Charles Chaplin,F:7dacc043e524,1931,
8543,Courtney  Howard,Jaws,1975,Steven Spielberg,F:71c7b9363133,1975,
8544,Courtney  Howard,Star Wars,1977,George Lucas,F:ae24209c7310,1977,
8545,Courtney  Howard,Sleeping Beauty,1958,"Clyde Geronimi, Eric Larson, Wolfgang Reitherman, Les Clark",F:9ffcc2706db3,1958,
8546,Courtney  Howard,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
8547,Courtney  Howard,It Happened One Night,1934,Frank Capra,F:f6bf4689418e,1934,
8548,Courtney  Howard,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
8549,Courtney  Howard,Amélie,2001,Jean-Pierre Jeunet,F:88bb0db89f16,2001,
8550,Courtney  Howard,Pulp Fiction,1994,Quentin Tarantino,F:93a1beda19cd,1994,
8551,Courtney  Howard,My Neighbour Totoro,1988,Hayao Miyazaki,F:c41986eabc20,1988,
8552,Peter Howell,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
8553,Peter Howell,Apocalypse Now,1979,Francis Ford Coppola,F:7fe15b05ccde,1979,
8554,Peter Howell,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
8555,Peter Howell,La dolce vita,1960,Federico Fellini,F:069cda2e3235,1960,
8556,Peter Howell,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
8557,Peter Howell,Metropolis,1927,Fritz Lang,F:6b927993e1e1,1927,
8558,Peter Howell,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
8559,Peter Howell,Playtime,1967,Jacques Tati,F:75046ffb9b38,1967,
8560,Peter Howell,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
8561,Peter Howell,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
8562,Brian Hu,A Brighter Summer Day,1991,Edward Yang,F:aa65b1eedc05,1991,
8563,Brian Hu,Daughters of the Dust,1991,Julie Dash,F:32f33617395c,1991,
8564,Brian Hu,Days of Heaven,1978,Terrence Malick,F:d6d30033c698,1978,
8565,Brian Hu,Om Shanti Om,2007,Farah Khan,F:b5489ad65bfa,2007,
8566,Brian Hu,Pickpocket,1959,Robert Bresson,F:9e103f641ac9,1959,
8567,Brian Hu,Playtime,1967,Jacques Tati,F:75046ffb9b38,1967,
8568,Brian Hu,Yanzhi Kou,1987,Stanley Kwan Kam-pang,F:7de775151e48,1987,
8569,Brian Hu,Aruitemo Aruitemo,2008,Hirokazu Koreeda,F:a7dc5420f605,2008,
8570,Brian Hu,Tongnian Wangshi,1985,Hou Hsiao-Hsien,F:1190a83ac033,1985,
8571,Brian Hu,Tropical Malady,2004,Apichatpong Weerasethakul,F:f87b3c091815,2004,
8572,Teresa Huang,Apocalypse Now,1979,Francis Ford Coppola,F:7fe15b05ccde,1979,
8573,Teresa Huang,Wo Hu Zang Long,2000,Ang Lee,F:79e927c6fa34,2000,
8574,Teresa Huang,Red Desert,1964,Michelangelo Antonioni,F:34cf774aeffe,1964,
8575,Teresa Huang,The Wild Bunch,1969,Sam Peckinpah,F:fbfc282cbfbb,1969,
8576,Teresa Huang,A City of Sadness,1989,Hou Hsiao-Hsien,F:72d8bc7578ad,1989,
8577,Teresa Huang,A Brighter Summer Day,1991,Edward Yang,F:aa65b1eedc05,1991,
8578,Teresa Huang,Nostalghia,1983,Andrei Tarkovsky,F:6a2cf6c39785,1983,
8579,Teresa Huang,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
8580,Teresa Huang,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
8581,Teresa Huang,Démanty Noci,1964,Jan Nemec,F:3d3b476c98d2,1964,
8582,Christoph Huber,The Hound of the Baskervilles,1958,Terence Fisher,F:8ba8b70d3caf,1958,
8583,Christoph Huber,Le Trou,1960,Jacques Becker,F:de947fe325da,1960,
8584,Christoph Huber,The Party,1968,Blake Edwards,F:fc09cadcd087,1968,
8585,Christoph Huber,Capriccio All'Italiana,1968,"Mauro Bolognini, Mario Monicelli, Pier Paolo Pasolini, Steno, Pino Zac",F:e71af48ba4ad,1968,
8586,Christoph Huber,Échecs,1972,Edmond Bernhard,F:8d49e235c45e,1972,
8587,Christoph Huber,Filmemigration aus Nazideutschland,1975,Günter Peter Straschek,F:847d26f5aedd,1975,
8588,Christoph Huber,Zaijian Zhongguo,1974,Shu Shuen,F:d1c027d0faa7,1974,
8589,Christoph Huber,Dawn of the Dead,1978,George A. Romero,F:14731d2d5e4b,1978,
8590,Christoph Huber,Contact High,2009,Michael Glawogger,F:be4ce07d5231,2009,
8591,Christoph Huber,Skazka,2022,Aleksandr Sokurov,F:e04bef8ab2b2,2022,
8592,Tomáš Hudák,The War Game,1966,"Peter Watkins, Peter Watkins",F:844254bf9f5a,1966,
8593,Tomáš Hudák,All My Life,1966,Bruce Baillie,F:d8ca1cf0db1b,1966,
8594,Tomáš Hudák,Soleil Ô,1970,Med Hondo,F:3607e9f1675c,1970,
8595,Tomáš Hudák,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
8596,Tomáš Hudák,"Our Voice of Earth, Memory and Future",1981,"Marta Rodríguez, Jorge Silva",F:05e0a59114de,1981,
8597,Tomáš Hudák,Daughters of the Dust,1991,Julie Dash,F:32f33617395c,1991,
8598,Tomáš Hudák,Videograms of a Revolution,1992,"Andrei Ujica, Harun Farocki",F:0bf91d44f497,1992,
8599,Tomáš Hudák,Mysterious Object at Noon,2000,Apichatpong Weerasethakul,F:a30767e64789,2000,
8600,Tomáš Hudák,She Puppet,2001,Peggy Ahwesh,F:c500ef4a229d,2001,
8601,Tomáš Hudák,"Love Is the Message, the Message Is Death",2016,Arthur Jafa,F:5b9c8bdee226,2016,
8602,Tom Huddleston,Andrei Rublev,1966,Andrei Tarkovsky,F:b5749f03606c,1966,
8603,Tom Huddleston,Apocalypse Now,1979,Francis Ford Coppola,F:7fe15b05ccde,1979,
8604,Tom Huddleston,Blade Runner,1982,Ridley Scott,F:4434c6705bd6,1982,
8605,Tom Huddleston,A Canterbury Tale,1944,"Michael Powell, Emeric Pressburger",F:5b505c37b676,1944,
8606,Tom Huddleston,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
8607,Tom Huddleston,Close Encounters of the Third Kind,1977,Steven Spielberg,F:860988085746,1977,
8608,Tom Huddleston,The Night of the Hunter,1955,Charles Laughton,F:4acddf379d28,1955,
8609,Tom Huddleston,Out of the Blue,1980,Dennis Hopper,F:cf34159e97b2,1980,
8610,Tom Huddleston,Tropical Malady,2004,Apichatpong Weerasethakul,F:f87b3c091815,2004,
8611,Tom Huddleston,Twin Peaks: Fire Walk With Me,1992,David Lynch,F:9000c8f0eb34,1992,
8612,Helen Hughes,Film,1965,Alan Schneider,F:162a695c5498,1965,
8613,Helen Hughes,Sherlock Jr.,1924,Buster Keaton,F:03809811ea9b,1924,
8614,Helen Hughes,Crossroads,1976,Bruce Conner,F:f23dc7049cd5,1976,
8615,Helen Hughes,Le Charme discret de la bourgeoisie,1972,Luis Buñuel,F:d210c0d5f689,1972,
8616,Helen Hughes,Chronik Der Anna Magdalena Bach,1968,Jean-Marie Straub,F:6dce6699f9c1,1968,
8617,Helen Hughes,India Song,1975,Marguerite Duras,F:72d6d9bf2299,1975,
8618,Helen Hughes,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
8619,Helen Hughes,A Colour Box,1935,Len Lye,F:1e4add68afa4,1935,
8620,Helen Hughes,Unsichtbare Gegner,1978,Valie Export,F:bc0918f58467,1978,
8621,Helen Hughes,Welt Am Draht,1973,Rainer Werner Fassbinder,F:cfd05c96dd6b,1973,
8622,Kat Hughes,The Terminator,1984,James Cameron,F:37dfc5b21ae7,1984,
8623,Kat Hughes,Donnie Darko,2001,Richard Kelly,F:ed4cc778aea4,2001,
8624,Kat Hughes,Aliens,1986,James Cameron,F:fdbc5f598a2d,1986,
8625,Kat Hughes,Tigers are not Afraid (Vuelven),2017,Issa López,F:fbda7f17395d,2017,
8626,Kat Hughes,Hellraiser,1987,Clive Barker,F:3b9696c00dd1,1987,
8627,Kat Hughes,Jurassic Park,1992,Steven Spielberg,F:ee2a2cfc2fc7,1992,
8628,Kat Hughes,Raw,2016,Julia Ducournau,F:eb08e7cc3aa6,2016,
8629,Kat Hughes,John Wick,2014,Chad Stahelski,F:b43489cf962c,2014,
8630,Kat Hughes,The Mist,2007,Frank Darabont,F:f487e7aad4eb,2007,
8631,Kat Hughes,Looper,2012,Rian Johnson,F:7db85f294e84,2012,
8632,Stephen Hughes,Chinatown,1974,Roman Polanski,F:1c8565784f6c,1974,
8633,Stephen Hughes,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
8634,Stephen Hughes,A Canterbury Tale,1944,"Michael Powell, Emeric Pressburger",F:5b505c37b676,1944,
8635,Stephen Hughes,There Will Be Blood,2007,Paul Thomas Anderson,F:41d225e6ff0b,2007,
8636,Stephen Hughes,Kind Hearts and Coronets,1949,Robert Hamer,F:60a4d76c522e,1949,
8637,Stephen Hughes,Bringing Up Baby,1938,Howard Hawks,F:2af5c5bcacdf,1938,
8638,Stephen Hughes,Annie Hall,1977,Woody Allen,F:7c54b4356371,1977,
8639,Stephen Hughes,Faces Places,2017,"Agnès Varda, JR",F:d5b986a1147b,2017,
8640,Stephen Hughes,The Lady Vanishes,1938,Alfred Hitchcock,F:730e011a6f06,1938,
8641,Stephen Hughes,Under the Skin,2013,Jonathan Glazer,F:6df960d01ebc,2013,
8642,El Hunt,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
8643,El Hunt,Bande à part,1964,Jean-Luc Godard,F:394de78933d0,1964,
8644,El Hunt,Thelma & Louise,1991,Ridley Scott,F:3852b557c520,1991,
8645,El Hunt,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
8646,El Hunt,Portrait of a Lady on Fire,2019,Céline Sciamma,F:6744994f98f6,2019,
8647,El Hunt,All about My Mother,1999,Pedro Almodóvar,F:c4fda376339f,1999,
8648,El Hunt,Moonlight,2016,Barry Jenkins,F:16913ba1d831,2016,
8649,El Hunt,Mean Girls,2004,Mark S. Waters,F:260766c4f881,2004,
8650,El Hunt,But I'm a Cheerleader,1999,Jamie Babbit,F:ab87aa838d6d,1999,
8651,El Hunt,The Watermelon Woman,1997,Cheryl Dunye,F:95cb5acf1ea2,1997,
8652,Maggi Hurt,Heimat,1984,Edgar Reitz,F:acb5d1106367,1984,
8653,Maggi Hurt,Örökbefogadas,1975,Márta Mészáros,F:c823f40274e5,1975,
8654,Maggi Hurt,I Am Not Your Negro,2016,Raoul Peck,F:64ab12e0c6ea,2016,
8655,Maggi Hurt,Blue,1993,Derek Jarman,F:9a64753216c8,1993,
8656,Maggi Hurt,The Passion of Joan of Arc,1927,Carl Th. Dreyer,F:ec7726632ac1,1927,
8657,Maggi Hurt,"Naked Spaces, Living is Round",1985,Trinh T Minh-ha,F:858143f278b6,1985,
8658,Maggi Hurt,Blue Black Permanent,1992,Margaret Tait,F:bedbe5f9e7d8,1992,
8659,Maggi Hurt,À bout de souffle,1960,Jean-Luc Godard,F:7b5d85393630,1960,
