canonical_id,canonical_title,canonical_author,canonical_year,n_rows,n_voters,source_olids,derived_from
K:90279cddc790,Fuzz,Ed McBain,1968,1,1,,title_author_exact
K:e46b6ba3a6a4,Alligator,Shelley Katz,1977,1,1,,title_author_exact
K:7cf4197a34ab,The Sum of All Fears,Tom Clancy,1991,1,1,,title_author_exact
K:32360bf742ca,The Emigrants,W. G. Sebald,1992,1,1,,title_author_exact
K:15dff4e8c1b2,A Legacy,Sybille Bedford,1956,1,1,,title_author_exact
K:17da81fb1052,The Duel,Anton Chekhov .,1891,1,1,,title_author_exact
K:ac3c75abbf8c,"W, or The Memory of Childhood",Georges Perec,1975,1,1,,title_author_exact
K:76f8b9527010,The Sheltering Sky,Paul Bowles,1949,1,1,,title_author_exact
K:224747d4604b,Going to Meet the Man,James Baldwin,1965,1,1,,title_author_exact
K:76d530224b46,Tennessee Williams: Plays 1937–1955,,1944,1,1,,title_author_exact
K:e64e736a51a8,The Book of Love: Poems of Ecstasy and Longing,Rumi,,1,1,,title_author_exact
K:990969c891b1,Sophie’s Choice,William Styron,1979,1,1,,title_author_exact
K:fa54fed8dbb3,A Confederacy of Dunces,John Kennedy Toole,1980,1,1,,title_author_exact
K:7080743d9f68,The Sot-Weed Factor,John Barth,1960,1,1,,title_author_exact
K:d5042792cf40,Some Other Place. The Right Place,Donald Harington,1972,1,1,,title_author_exact
K:aa06efa6ffb9,Answered Prayers,Truman Capote,1987,1,1,,title_author_exact
K:6071bcc4c2a5,The Ice Age,Margaret Drabble,1977,1,1,,title_author_exact
K:a3a5d5c3c211,The Radiant Way,Margaret Drabble,1987,1,1,,title_author_exact
K:5edf5b07c259,Play It as It Lays,Joan Didion,1970,1,1,,title_author_exact
K:0c9bc31275dd,Fight Club,Chuck Palahniuk,1996,1,1,,title_author_exact
K:844116884044,Decline and Fall,Evelyn Waugh,1928,1,1,,title_author_exact
K:8b14ad140aeb,Breaking and Entering,Joy Williams,1988,1,1,,title_author_exact
K:051a111d303b,Collected Stories of Elizabeth Bowen,,,1,1,,title_author_exact
K:fd173963c7a7,We Were the Mulvaneys,Joyce Carol Oates,1996,1,1,,title_author_exact
K:e4d6b7a4689e,Night,Elie Wiesel,1958,1,1,,title_author_exact
K:cea4e1a79452,Masters of the Dew,Jacques Roumain,1947,1,1,,title_author_exact
K:b2ed6357b917,A Tale of Two Cities,Charles Dickens,1859,1,1,,title_author_exact
K:4ed9d5c4ad28,The Folded Leaf,William Maxwell,1945,1,1,,title_author_exact
K:10f18a0254cc,The Gate of Angels,Penelope Fitzgerald,1990,1,1,,title_author_exact
K:fee34cabb897,The Member of the Wedding,Carson McCullers,1946,1,1,,title_author_exact
K:5a6ed0245636,Break It Down,Lydia Davis,1986,1,1,,title_author_exact
K:9f3328e101b2,Joseph Andrews,Henry Fielding,1742,1,1,,title_author_exact
K:ecccc5395ea7,On the Eve,Ivan Turgenev,1860,1,1,,title_author_exact
K:6d4d03ec89c9,Where Angels Fear to Tread,E. M. Forster,1905,1,1,,title_author_exact
K:bf599939f01f,Cold Mountain,Charles Frazier,1997,1,1,,title_author_exact
K:45d423f10268,Red Shift,Alan Garner,1973,1,1,,title_author_exact
K:9bc0b5729601,Les Liaisons Dangereuses,Pierre Choderlos de Laclos,1782,1,1,,title_author_exact
K:ced3e731d0b5,Oldest Living Confederate Widow Tells All,Allan Gurganus,1989,1,1,,title_author_exact
K:ec3fd432acea,The Passion,Jeanette Winterson,1987,1,1,,title_author_exact
K:0fb96ea874bc,Ulverton,Adam Thorpe,1992,1,1,,title_author_exact
K:1dc9509e5ec7,"Othello, The Moor of Venice",William Shakespeare,1604,1,1,,title_author_exact
K:e62e1fa9cb0f,The Old Forest and Other Stories,Peter Taylor,1985,1,1,,title_author_exact
K:657587407b2f,Henderson the Rain King,Saul Bellow,1956,1,1,,title_author_exact
K:63a6f8d4a3cf,At Play in the Fields of the Lord,Peter Matthiessen,1965,1,1,,title_author_exact
K:f3d3d81a13a1,Sacred Hunger,Barry Unsworth,1992,1,1,,title_author_exact
K:4915c4a456eb,Gargantua and Pantagruel,François Rabelais,,1,1,,title_author_exact
K:0b33bb451da1,Finnegans Wake,James Joyce,1939,1,1,,title_author_exact
K:aaeea62a115f,Seven Gothic Tales,Isak Dinesen,1934,1,1,,title_author_exact
K:16e06883edc4,Silence,Shusaku Endo,1969,1,1,,title_author_exact
K:40880fd45ba7,Heat and Dust,Ruth Prawer Jhabvala,1975,1,1,,title_author_exact
K:b38daef16aea,The Book of Mark.,,,1,1,,title_author_exact
K:aafaa386e9f2,The Dead,James Joyce,1916,1,1,,title_author_exact
K:3dc75f99b576,Stories of Nathaniel Hawthorne,,,1,1,,title_author_exact
K:9df5ca05129f,"Little, Big",John Crowley,1981,1,1,,title_author_exact
K:625b79762741,The Pillow-Book of Sei Shonagon,,1592,1,1,,title_author_exact
K:f8c105f058d5,Doting,Henry Green,1950,1,1,,title_author_exact
K:534ca77bf091,Blindness,Henry Green,1952,1,1,,title_author_exact
K:1fbb54b59724,How German Is It,Walter Abish,1980,1,1,,title_author_exact
K:bd00376b9180,The Assistant,Bernard Malamud,1957,1,1,,title_author_exact
K:225e0e2f049d,The Fall,Albert Camus,1956,1,1,,title_author_exact
K:50d0889fba0e,"Tinker, Tailor, Soldier, Spy",John Le Carré,1974,1,1,,title_author_exact
K:276c1877072e,Splendeurs et misères des courtisanes (A Harlot High and Low),Honoré de Balzac,1847,1,1,,title_author_exact
K:524993036073,The Maigret series of detective novels,Georges Simenon,,1,1,,title_author_exact
K:0230eeaf324c,Nice Work,David Lodge,1988,1,1,,title_author_exact
K:80f80a40eeab,Changing Places,,1975,1,1,,title_author_exact
K:2d245b5f48f1,Small World,,1984,1,1,,title_author_exact
K:f78f2190768a,Cities of the Red Night,William S. Burroughs,1981,1,1,,title_author_exact
K:a7dff9c2e44e,A Disaffection,James Kelman,1989,1,1,,title_author_exact
K:61c9c451d3cd,Men at Arms,Evelyn Waugh,1952,1,1,,title_author_exact
K:87dd2eb9156a,Officers and Gentlemen,,1955,1,1,,title_author_exact
K:1735e32fc58c,Unconditional Surrender,,1961,1,1,,title_author_exact
K:c49562153000,The Man Who Cried I Am,John A.Williams,1967,1,1,,title_author_exact
K:a03d515550d1,And Then We Heard the Thunder,John Oliver Killens,1962,1,1,,title_author_exact
K:b13d439ea66c,Days Without Weather,Cecil Brown,1983,1,1,,title_author_exact
K:501f494331a3,The Wig,Charles Wright,1966,1,1,,title_author_exact
K:b5d527740304,Black Magic,Amiri Baraka,1967,1,1,,title_author_exact
K:9cc5b917e8b7,Snake-back Solos,Quincy Troupe,1978,1,1,,title_author_exact
K:a17eec71ce8a,Solitudes Crowded with Loneliness: Selected Poems 1969-1977,Bob Kaufman,1965,1,1,,title_author_exact
K:61ba8d737730,Sitting Pretty,Al Young,1976,1,1,,title_author_exact
K:bf8d0f88d122,The Big Sky,A. B. Guthrie,1947,1,1,,title_author_exact
K:95d47d6a83b3,The Moon and Sixpence,W. Somerset Maugham,1919,1,1,,title_author_exact
K:96f5809e4069,Aesop's Fables,,,1,1,,title_author_exact
K:511f77d53adb,The legends of King Arthur and the Knights of the Round Table,,,1,1,,title_author_exact
K:d20e64b8c042,"Henry IV, Parts I",William Shakespeare,,1,1,,title_author_exact
K:e75a67015493,The Ballad of the Sad Café,Carson McCullers,1943,1,1,,title_author_exact
K:fa57ad62d5c6,La Bête Humaine,Émile Zola,1890,1,1,,title_author_exact
K:c22e8571b3fc,Geek Love,Katherine Dunn,1989,1,1,,title_author_exact
K:f495c2bbe6aa,Almost Paradise,Susan Isaacs,1984,1,1,,title_author_exact
K:8cc7ecd87308,Shining Through,Susan Isaacs,1988,1,1,,title_author_exact
K:1fd1f5c65114,A Tree Grows in Brooklyn,Betty Smith,1943,1,1,,title_author_exact
K:99a15e609eba,Sheila Levine Is Dead and Living in New York,Gail Parent,1972,1,1,,title_author_exact
K:9dba8bbf7481,Pearl,Tabitha King,1988,1,1,,title_author_exact
K:f3bd7d9cd95b,Everybody Pays,Andrew Vachss,1999,1,1,,title_author_exact
K:657b2b4a5716,Rule of the Bone,Russell Banks,1995,1,1,,title_author_exact
K:6e39cb76d442,Gone with the Wind,Margaret Mitchell,1936,1,1,,title_author_exact
K:5b01431b2a0f,The Paper Bag Princess,Robert Munsch,1980,1,1,,title_author_exact
K:85c796e3a0f0,Turtle Moon,Alice Hoffman,1992,1,1,,title_author_exact
K:39d2beb10b6e,The Time Traveler's Wife,Audrey Niffennegger,2003,1,1,,title_author_exact
K:429ebb6de68d,The Patron Saint of Liars,Ann Patchett,1992,1,1,,title_author_exact
K:186d7e7da316,"Ill Seen, Ill Said",Samuel Beckett,1981,1,1,,title_author_exact
K:90f491dd973b,Notes from Underground,Fyodor Dostoevsky,1864,1,1,,title_author_exact
K:9529cd67cb83,Dirty Snow,Georges Simenon,1950,1,1,,title_author_exact
K:1769a9a7c61f,"Absalom, Abalom!",William Faulkner,1936,1,1,,title_author_exact
K:f3bef513288a,New Grub Street,George Gissing,1891,1,1,,title_author_exact
K:adc0c3e969c5,"Go Down, Moses",William Faulkner,1942,1,1,,title_author_exact
K:86c79232ad7b,Letters to Yesenin,Jim Harrison,1973,1,1,,title_author_exact
K:f15eab275905,Big Bad Love,Larry Brown,1990,1,1,,title_author_exact
K:43a7a41f5606,The Complete Poems of Anna Ahkmatova,Anna Ahkmatova,,1,1,,title_author_exact
K:b8f63c3e8554,Self-Portrait with Woman,Andrzej Szczypiorski,1995,1,1,,title_author_exact
K:5c6f63dda7c1,Hugging the Shore: Essays and Criticism,John Updike,1983,1,1,,title_author_exact
K:0a427d1f8faf,The Painted Bird,Jerzy Kosinski,1965,1,1,,title_author_exact
K:7b6996b5e5d9,The Last Chronicle of Barset,Anthony Trollope,1867,1,1,,title_author_exact
K:1d2a45e65297,Summer Lightning,P. G. Wodehouse,1929,1,1,,title_author_exact
K:10150da613f8,Edisto,Padget Powell,1984,1,1,,title_author_exact
K:2753623cf2c8,Nausea,Jean,1938,1,1,,title_author_exact
K:1142c6098f6d,The Histories,Herodotus,,1,1,,title_author_exact
K:fc55a5b4798e,The Good Soldier Svejk,Jaroslav Hasek,,1,1,,title_author_exact
K:97c74aaee58b,Novellas,Leo Tolstoy,,1,1,,title_author_exact
K:3dff16151b37,Burning Your Boats: The Collected Short Stories,Angela Carter,,1,1,,title_author_exact
K:18a93d157004,The House of Breath,William Goyen,1950,1,1,,title_author_exact
K:19d0058befb1,Sixty Stories,Donald Barthelme,1981,1,1,,title_author_exact
K:1eb8c32d422e,The Street of Crocodiles,Bruno Schulz,1934,1,1,,title_author_exact
K:20121da40aef,Amours de Voyage,Arthur Hugh Clough,1858,1,1,,title_author_exact
K:7ccdaf0c7636,The Tale of Genji,Shikibu Murasaki,,1,1,,title_author_exact
K:58e8ae773c4c,A Midsummer Night’s Dream,William Shakespeare,1595,1,1,,title_author_exact
K:4c52ca01da6f,The Woman in the Dunes,Kobo Abe,1962,1,1,,title_author_exact
K:bf7805dad43e,Life & Times of Michael K,J. M. Coetzee,1983,1,1,,title_author_exact
K:711ea85aabb6,A Man of the People,Chinua Achebe,1966,1,1,,title_author_exact
K:0ebceaccfbc5,For Bread Alone,Mohamed Choukri,1973,1,1,,title_author_exact
K:a643b2fb24c7,A Wrinkle in Time,Madeline L'Engle,1962,1,1,,title_author_exact
K:67787770c51b,The Ponder Heart,Eudora Welty,1954,1,1,,title_author_exact
K:1a7a36a0d16e,Kristin Lavransdatter,Sigrid Undset,,1,1,,title_author_exact
K:341323661942,The Sheltered Life,Ellen Glasgow,1932,1,1,,title_author_exact
K:a16808037043,River of Earth,James Still,1940,1,1,,title_author_exact
K:375a9e07d437,Arcadia,Tom Stoppard,1993,1,1,,title_author_exact
K:10471e0b18f2,The Chronicles of Narnia,C.S. Lewis,,1,1,,title_author_exact
K:0fca861b17e1,Paris Trout,Pete Dexter,1988,1,1,,title_author_exact
K:78a38f583c34,The Book of Leviathan,Peter Blegvad,2001,1,1,,title_author_exact
K:1e0a4d7bcb95,"1982, Janine",Alasdair Gray,1984,1,1,,title_author_exact
K:f3f337c3afb6,"The Beans of Egypt, Maine",Carolyn Chute,1985,1,1,,title_author_exact
K:51e6b95a9cd3,Letourneau's Used Auto Parts,Carolyn Chute,1988,1,1,,title_author_exact
K:1add81b78f3d,Merry Men,Carolyn Chute,1994,1,1,,title_author_exact
K:46a4b1d05491,The Horse's Mouth,Joyce Cary,1944,1,1,,title_author_exact
K:55139e036082,Death of the Fox,George Garrett,1971,1,1,,title_author_exact
K:2472ca9a8402,The Succession,George Garrett,1983,1,1,,title_author_exact
K:9f73cdf60017,Entered from the Sun,George Garrett,1990,1,1,,title_author_exact
K:c984175795c3,Continental Drift,Russell Banks,1985,1,1,,title_author_exact
K:87301aefcad9,Street of Lost Footsteps,Lyonel Trouillot,1998,1,1,,title_author_exact
K:326fa432a334,The Conference of the Birds,Farid ud,,1,1,,title_author_exact
K:f8d2878ae6e1,The Complete Aubrey/Maturin Novels,Patrick O'Brian,,1,1,,title_author_exact
K:abe0b2fd942d,Antony and Cleopatra,William Shakespeare,1606,1,1,,title_author_exact
K:f4a7c850e2d0,The Three Sisters,Anton Chekhov,1901,1,1,,title_author_exact
K:318a64542de6,The Old Wives' Tale,Arnold Bennett,1908,1,1,,title_author_exact
K:2640473d9825,Sunset Song,Lewis Grassic Gibbon,1932,1,1,,title_author_exact
K:82d873c938c3,A Simple Heart,Gustave Flaubert,1877,1,1,,title_author_exact
K:c44bc6707def,Far from the Madding Crowd,Thomas Hardy,1874,1,1,,title_author_exact
K:4c8daf6025b8,Charming Billy,Alice McDermott,1998,1,1,,title_author_exact
K:93826f95527b,The Age of Grief,Jane Smiley,1987,1,1,,title_author_exact
K:551d456e5736,The Feast of Love,Charles Baxter,2000,1,1,,title_author_exact
K:8536b3d2e012,Harriet the Spy,Louise Fitzhugh,1964,1,1,,title_author_exact
K:7d841d955f13,Gusev,Anton Chekhov,,1,1,,title_author_exact
K:181ab9076020,Peter Pan,J. M. Barrie,1904,1,1,,title_author_exact
K:e815f844e746,The Diary of a Country Priest,Georges Bernanos,1937,1,1,,title_author_exact
K:5fe6c7acdf20,"Pale Horse, Pale Rider",Katherine Anne Porter,1939,1,1,,title_author_exact
K:6c0d609d9d64,Armies of the Night,Norman Mailer,1968,1,1,,title_author_exact
K:2f4c8d677be7,Begin Again: Collected Poems,Grace Paley,2001,1,1,,title_author_exact
K:f7a78d944a1a,Duty of Delight: The Diaries of Dorothy Day,,2008,1,1,,title_author_exact
K:dc3157e14d3a,Every War Has Two Losers,William Stafford,2003,1,1,,title_author_exact
K:757e916ddfbf,Nothing Ever Dies: Vietnam and the Memory of War,Viet Nguyen,2016,1,1,,title_author_exact
K:3a782691b2f8,Peace is Every Step,Thich Nhat Hanh,1992,1,1,,title_author_exact
K:ed1f9faeb251,A Primer for Forgetting,Lewis Hyde,2019,1,1,,title_author_exact
K:b76811e41ab1,"Veterans of War, Veterans of Peace",Maxine Hong Kingston,2006,1,1,,title_author_exact
K:4d294337a579,War Is a Force That Gives Us Meaning,Chris Hedges,2002,1,1,,title_author_exact
K:ccbd99f8db96,Scaramouche,Rafael Sabatini,1921,1,1,,title_author_exact
K:0bbe1409ea00,Tales of Mystery and Imagination,Edgar Allan Poe,,1,1,,title_author_exact
K:08a7cf1a0712,The Day of the Locust,Nathanael West,1939,1,1,,title_author_exact
K:d0a40c7217af,One Flew Over the Cuckoo's Nest,Ken Kesey,1962,1,1,,title_author_exact
K:4f66351958b2,The Public Burning,Robert Coover,1976,1,1,,title_author_exact
K:87c8463799ea,Dom Casmurro,Joaquim Maria Machado de Assis,1899,1,1,,title_author_exact
K:9d1689f04b64,Outer Dark,Cormac McCarthy,1968,1,1,,title_author_exact
K:1d6d9be6aabe,Varieties of Religious Experience,William James,,1,1,,title_author_exact
K:102159e87fc4,Spring in Fialta,,1936,1,1,,title_author_exact
K:93e28f48bab5,Lord Jim,Joseph Conrad,1900,1,1,,title_author_exact
K:8c4c6c09644e,Death in Midsummer and Other Stories,Yukio Mishima,1968,1,1,,title_author_exact
K:1853076a8c85,A Streetcar Named Desire,Tennessee Williams,1947,1,1,,title_author_exact
K:477c9d08e620,A Raisin in the Sun,Lorraine Hansberry,1959,1,1,,title_author_exact
K:2646e0cbd1fb,"Gorilla, My Love",Toni Cade Bambara,1972,1,1,,title_author_exact
K:1bf59004ee1f,China Men,Maxine Hong Kingston,1980,1,1,,title_author_exact
K:fcd0044b6f11,Call It Sleep,Henry Roth,1934,1,1,,title_author_exact
K:7c9dee7eea81,A Rage in Harlem,Chester Himes,1957,1,1,,title_author_exact
K:f3ee75551dbf,What I Loved,Siri Hustvedt,2003,1,1,,title_author_exact
K:f1f161897fa8,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1989,1,1,,title_author_exact
K:de786bfe883b,Falling Angel,William Hjortsberg,,1,1,,title_author_exact
K:587bd9af598e,The Outward Room,Millen Brand,1937,1,1,,title_author_exact
K:c7e7d2f655c6,Uncle Vanya,Anton Chekhov,1895,1,1,,title_author_exact
K:91b0a9fa0abe,The Evening of the Holiday,Shirley Hazzard,1966,1,1,,title_author_exact
K:44c5d47ee599,The Towers of Trebizond,Rose Macaulay,1956,1,1,,title_author_exact
K:f1ab318088af,The Chateau,William Maxwell,1961,1,1,,title_author_exact
K:f01b5be61f50,What's for Dinner?,James Schuyler,1978,1,1,,title_author_exact
K:2b24f3659ce7,A Voice Through a Cloud,Denton Welch,1950,1,1,,title_author_exact
K:d6a7af191ac4,Medea,Euripides,,1,1,,title_author_exact
K:aa2ae157f2a5,Life on the Mississippi,Mark Twain,1883,1,1,,title_author_exact
K:9c46bcbe4006,The White Tiger,Aravind Adiga,2008,1,1,,title_author_exact
K:93056a9c86fa,The Book of Ebenezer Le Page,G. B. Edwards,1981,1,1,,title_author_exact
K:b57874a47c85,Harold and the Purple Crayon,Crockett Johnson,1955,1,1,,title_author_exact
K:450eb07e587b,The Bible,Homer,,1,1,,title_author_exact
K:26a310599722,Essays,Michel de Montaigne,,1,1,,title_author_exact
K:11db7aaa5eac,Little Women,Louisa May Alcott,1868,1,1,,title_author_exact
K:a7c3b274f87c,The Love Song of J. Alfred Prufrock,T. S. Eliot,1915,1,1,,title_author_exact
K:e0e175903a2c,The Epic of Gilgamesh,,,1,1,,title_author_exact
K:b33847395a41,Metamorphoses,,,1,1,,title_author_exact
K:ddf7db56b887,The Celestina,,1499,1,1,,title_author_exact
K:28a2e6155f0c,Don Quijote,,,1,1,,title_author_exact
K:cc2184405545,The Collected Shakespeare,,,1,1,,title_author_exact
K:dd5a8c858d90,The Tempest,,1610,1,1,,title_author_exact
K:bf220e2eba48,King Lear,,1605,1,1,,title_author_exact
K:a31ed17f6b68,A Midsummer Night's Dream,,1595,1,1,,title_author_exact
K:5a6159046e9a,Moby-Dick,,1851,1,1,,title_author_exact
K:7089b76ba44b,Ulysses,,1922,1,1,,title_author_exact
K:84fc253521ec,Ficciones,,1944,1,1,,title_author_exact
K:6a405b4c5ae0,Whoroscope,,,1,1,,title_author_exact
K:0f8ff0529f09,El Señor Presidente,,,1,1,,title_author_exact
K:0e16b3a111b7,This Side of Paradise,F. Scott Fitzgerald,1920,1,1,,title_author_exact
K:41363635176b,Franny and Zooey,J. D. Salinger,1961,1,1,,title_author_exact
K:c99f3f06678b,"Look Homeward, Angel",Thomas Wolfe,1929,1,1,,title_author_exact
K:13977efd1a72,Doctor Zhivago,Boris Pasternak,1957,1,1,,title_author_exact
K:b88ea723aa90,The Wings of the Dove,Henry James,1902,1,1,,title_author_exact
K:c254788e9d13,A Connecticut Yankee in King Arthur’s Court,Mark Twain,1889,1,1,,title_author_exact
K:e196441b3ce0,Embers,Sándor Márai,1942,1,1,,title_author_exact
K:070d3b8bcaf9,The Old Man and the Sea,Ernest Hemingway,1952,1,1,,title_author_exact
K:ac5b6d062e10,A Room with a View,E. M. Forster,1908,1,1,,title_author_exact
K:cb2fc13975c7,The Ten Thousand Things,Maria Dermout,1955,1,1,,title_author_exact
K:03915260da83,The Burning Plain and Other Stories,Juan Rulfo,1953,1,1,,title_author_exact
K:51b945ee82cf,La Flor de Lis,Elena Poniatowska,1988,1,1,,title_author_exact
K:308cbc3a6913,Borderlands/La Frontera,Gloria Anzaldúa,1999,1,1,,title_author_exact
K:695a2abbc378,The Book of Embraces,Eduardo Galeano,1989,1,1,,title_author_exact
K:e17f60d00c46,Dreamtigers,Jorge Luis Borges,1964,1,1,,title_author_exact
K:045279d14d64,Maud Martha,Gwendolyn Brooks,1953,1,1,,title_author_exact
K:dc73aeed2ba3,The Brief Wondrous Life of Oscar Wao,Junot Diaz,2007,1,1,,title_author_exact
K:fd3d08694663,On Writing,Stephen King,2000,1,1,,title_author_exact
K:194791ccb5ba,Sonnets,William Shakespeare,,1,1,,title_author_exact
K:c683eff1be4e,"Enemies, A Love Story",Isaac Bashevis Singer,1972,1,1,,title_author_exact
K:c363338a638c,The Story of a New Name,Elena Ferrante,2013,1,1,,title_author_exact
K:169fd6846378,The Story of a Lost Child,Elena Ferrante,2015,1,1,,title_author_exact
K:275b5f71a8ce,Faust,Johann Wolfgang von Goethe,,1,1,,title_author_exact
K:77395a1b3d2c,The Hour of the Star,Clarice Lispector,1977,1,1,,title_author_exact
K:045ff572e567,The I Ching (Book of Changes),,,1,1,,title_author_exact
K:dd91428bf960,Howl,Allen Ginsberg,1956,1,1,,title_author_exact
K:9ee9a85c69af,She Had Some Horses,Joy Harjo,1983,1,1,,title_author_exact
K:b76210de9d29,The Branch Will Not Break,James Wright,1963,1,1,,title_author_exact
K:144b8fc80005,Nightwood,,,1,1,,title_author_exact
K:30ead11b9ea3,Plays of Molière,,,1,1,,title_author_exact
K:5f36c5d443e5,The Golden Argosy,"Van H. Cartmell & Charles Grayson, editors",,1,1,,title_author_exact
OL:OL1794911W,McTeague,Frank Norris,1899,2,1,OL1794911W,olid_anchor
K:6e28afa38b7a,Lord of the Flies,William Golding,1955,1,1,,title_author_exact
K:0b4e8412f576,The Awakening,Kate Chopin,1899,1,1,,title_author_exact
K:ac0e26c055a2,A Doll's House,Henrik Ibsen,1879,1,1,,title_author_exact
K:a138dd8423fd,Ahab's Wife,Sena Jeter Naslund,1999,1,1,,title_author_exact
K:e3054b98467a,Treasure Island,Robert Louis Stevenson,,1,1,,title_author_exact
K:a80f75f0262c,Voss,Patrick White,1957,1,1,,title_author_exact
K:c04a7bb2098d,Eugénie Grandet,Honoré de Balzac,1833,1,1,,title_author_exact
K:e0f9a8053cb0,Stoner,John Williams,1965,1,1,,title_author_exact
K:7b543bc3522c,Of a Fire on the Moon,Norman Mailer,1971,1,1,,title_author_exact
K:ae7bc4876491,The Widow's Children,Paula Fox,1976,1,1,,title_author_exact
K:a6471b33c355,Shah of Shahs,Ryszard Kapuscinski,1982,1,1,,title_author_exact
K:4a1582700162,Dog Soldiers,Robert Stone,1973,1,1,,title_author_exact
K:f529982965ab,Snowblind: A Brief Career in the Cocaine Trade by Robert Sabbag,,1998,1,1,,title_author_exact
K:0729d1e9cf3e,Ulysses,James Joyc,1922,1,1,,title_author_exact
K:2953c272b0db,Endgame,Samuel Beckett,1957,1,1,,title_author_exact
K:ff6d975a1944,Paradise,Toni Morrison,1997,1,1,,title_author_exact
K:c60a0eea87b7,End Zone,Don DeLillo,1972,1,1,,title_author_exact
K:a1f43a005993,Père Goriot,Honoré de Balzac,1834,1,1,,title_author_exact
K:492220bfdfb3,L'Assommoir (The Dram Shop),,1877,1,1,,title_author_exact
K:bfe6fe716600,Nana,,1880,1,1,,title_author_exact
K:f2fd0db8a049,Bel-Ami,Guy de Maupassant,1885,1,1,,title_author_exact
K:06f29fad4727,BUtterfield 8,John O'Hara,1935,1,1,,title_author_exact
K:8c937ec47a21,The Studs Lonigan trilogy,,1932,1,1,,title_author_exact
K:dc87d80d15af,Our Town,Thornton Wilder,1938,1,1,,title_author_exact
K:a3b2c0f514f1,Strangers in Paradise: Stories,Lee K. Abbott,1986,1,1,,title_author_exact
K:dd748adf6a89,The Infinities,John Banville,2010,1,1,,title_author_exact
K:46174f5902ed,No Country for Old Men,Joel and Ethan Coen,2007,1,1,,title_author_exact
K:2bd4e83e8ced,Winter's Tale,Mark Helprin,1983,1,1,,title_author_exact
K:46995cafc66f,Island: The Collected Stories,Alistair MacLoed,2000,1,1,,title_author_exact
K:8d2e8c06fc69,The Love of a Good Woman: Stories,Alice Munro,1998,1,1,,title_author_exact
K:9305502d9df8,Running in the Family,Michael Ondaatje,1982,1,1,,title_author_exact
K:a7499dcf0afb,Mason & Dixon,Thomas Pynchon,1997,1,1,,title_author_exact
K:e1f9510c3e82,The Fever,Wallace Shawn,1990,1,1,,title_author_exact
K:1805d8e86b3f,Resurrection,Leo Tolstoy,1899,1,1,,title_author_exact
K:ab3d90b147f7,Norwood,Charles Portis,1966,1,1,,title_author_exact
K:2b69cf0b1a11,The Postman Always Rings Twice,James M. Cain,1934,1,1,,title_author_exact
OL:OL26504281W,Old Filth Trilogy,Jane Gardam,,1,1,OL26504281W,olid_anchor
OL:OL34028309W,North Woods,Daniel Mason,,1,1,OL34028309W,olid_anchor
OL:OL19956847W,Foster,Claire Keegan,,1,1,OL19956847W,olid_anchor
OL:OL16142488W,The Patrick Melrose Novels,Edward St Aubyn,,1,1,OL16142488W,olid_anchor
OL:OL2772007W,The Yellow Wallpaper,Charlotte Perkins Gilman,,1,1,OL2772007W,olid_anchor
OL:OL1400708W,Little Boy Lost,Marghanita Laski,,1,1,OL1400708W,olid_anchor
OL:OL2435539W,Mrs. Palfrey at the Claremont,Elizabeth Taylor,,1,1,OL2435539W,olid_anchor
OL:OL11103938W,Dr Gully,Elizabeth Jenkins,,1,1,OL11103938W,olid_anchor
OL:OL890896W,The Vicar of Wakefield,Oliver Goldsmith,,1,1,OL890896W,olid_anchor
OL:OL17838472W,Golden Hill,Francis Spufford,,1,1,OL17838472W,olid_anchor
OL:OL2824324W,The Long View,Elizabeth Jane Howard,,1,1,OL2824324W,olid_anchor
OL:OL3128704W,The Plains,Gerald Murnane,,1,1,OL3128704W,olid_anchor
OL:OL35382740W,Latecomers,Anita Brookner,,1,1,OL35382740W,olid_anchor
OL:OL166434W,Family and Friends,Anita Brookner,,1,1,OL166434W,olid_anchor
OL:OL1863387W,Reading Turgenev,William Trevor,,1,1,OL1863387W,olid_anchor
OL:OL221348W,The Last Samurai,Helen Dewitt,,1,1,OL221348W,olid_anchor
OL:OL1993499W,The Swimming-Pool Library,Alan Hollinghurst,,1,1,OL1993499W,olid_anchor
OL:OL31098954W,Tom Lake,Ann Patchett,,1,1,OL31098954W,olid_anchor
OL:OL10987860W,The Improvement of Human Reason,Ibn Tufayl,,1,1,OL10987860W,olid_anchor
OL:OL14867079W,Joseph and His Brothers,Thomas Mann,,1,1,OL14867079W,olid_anchor
OL:OL24598751W,One Thousand and One Nights,Anonymous,,1,1,OL24598751W,olid_anchor
OL:OL74650W,Operation Shylock,Philip Roth,,1,1,OL74650W,olid_anchor
OL:OL14860424W,Hopscotch,Julio Cortázar,,1,1,OL14860424W,olid_anchor
OL:OL515754W,Flowers for Algernon,Daniel Keyes,,1,1,OL515754W,olid_anchor
OL:OL17434786W,The Thing About December,Donal Ryan,,1,1,OL17434786W,olid_anchor
OL:OL15723140W,The Spy Who Came in From the Cold,John le Carré,,1,1,OL15723140W,olid_anchor
OL:OL67238W,The Country of the Pointed Firs,Sarah Orne Jewett,,1,1,OL67238W,olid_anchor
OL:OL12827W,Shadows on the Rock,Willa Cather,,1,1,OL12827W,olid_anchor
OL:OL1518582W,I Capture the Castle,Dodie Smith,,1,1,OL1518582W,olid_anchor
