canonical_id,canonical_title,canonical_author,canonical_year,n_rows,n_voters,source_olids,derived_from
OL:OL27811097W,Love Me Tender,Constance Debré,,1,1,OL27811097W,olid_anchor
OL:OL27853003W,Big Swiss,Jen Beagin,,1,1,OL27853003W,olid_anchor
OL:OL27344918W,Mammoth,Eva Baltasar,,1,1,OL27344918W,olid_anchor
OL:OL1916914W,A Long Way Down,Nick Hornby,,1,1,OL1916914W,olid_anchor
OL:OL27847855W,We All Want Impossible Things,Catherine Newman,,1,1,OL27847855W,olid_anchor
OL:OL5782000W,A Thousand Splendid Suns,Khaled Hosseini,,1,1,OL5782000W,olid_anchor
OL:OL1103203W,North and South,Elizabeth Gaskell,,1,1,OL1103203W,olid_anchor
OL:OL20743965W,Hamnet,Maggie O'Farrell,,1,1,OL20743965W,olid_anchor
OL:OL16142094W,Wonder,R. J. Palacio,,1,1,OL16142094W,olid_anchor
OL:OL724072W,Heat of the Day,Elizabeth Bowen,,1,1,OL724072W,olid_anchor
OL:OL2883788W,Arturo's Island,Elsa Morante,,1,1,OL2883788W,olid_anchor
OL:OL12126363W,The Waiting Years,Fumiko Enchi,,1,1,OL12126363W,olid_anchor
OL:OL672263W,Lead Us Into Temptation,Breandán Ó hEithir,,1,1,OL672263W,olid_anchor
OL:OL468850W,Of Love and Other Demons,Gabriel García Márquez,,1,1,OL468850W,olid_anchor
OL:OL5869525W,The Gathering,Anne Enright,,1,1,OL5869525W,olid_anchor
OL:OL15146628W,Miss Smilla's Feeling for Snow,Peter Høeg,,1,1,OL15146628W,olid_anchor
OL:OL456089W,The Shipping News,Annie Proulx,,1,1,OL456089W,olid_anchor
OL:OL20937995W,Women Talking,Miriam Toews,,1,1,OL20937995W,olid_anchor
OL:OL11382843W,Territory of Light,Yuko Tsushima,,1,1,OL11382843W,olid_anchor
OL:OL19343569W,Freshwater,Akwaeke Emezi,,1,1,OL19343569W,olid_anchor
