canonical_id,canonical_title,canonical_director,resolved_year,n_rows,vote_count
F:a46d9a31a8c1,The Line,Ricardo Laganaro,2020,1,1
F:87ce4803a9aa,Notes on Blindness: Into Darkness,"Arnaud Colinart, Amaury La Burthe, Peter Middleton, James Spinney",2016,1,1
F:9c2b534dd8b3,Wolves in the Walls,Fable Studio,2019,1,1
F:053221dd4127,Gloomy Eyes,"Fernando Maldonado, Jorge Tereso",2019,1,1
F:1a47cdd4abb6,The Stranger's Return,King Vidor,1933,1,1
F:0365fd40909b,Bao Gio Cho Toi Thang Muoi,Dang Nhat Minh,1984,1,1
F:e32b13f3e6f4,Här Är Karusellen,"Stig Bergqvist, Jonas Odell, Martti Ekstrand",1994,1,1
F:ef2649a3c860,The Heron and the Crane,Yuri Norstein,1974,1,1
F:b961b64e9423,Creature Comforts,Nick Park,1989,1,1
F:ab3357ef1925,Last Night,Don McKellar,1998,1,1
F:95c2defa86f7,The Man in the White Suit,Alexander Mackendrick,1951,1,1
F:b71b426bd1f1,The Barefoot Contessa,Joseph L. Mankiewicz,1954,1,1
F:ea12bf19128d,Something Wild,Jonathan Demme,1986,1,1
F:3715b8d35b4b,Tomato Ketchup Kotei,Shuji Terayama,1971,1,1
F:c4c5718dc2c5,Mann & Frau & Animal,Valie Export,1973,1,1
F:43b09ebe023f,Red Shift,Gunvor Nelson,1984,1,1
F:c36040c4629c,Mountaineer Spinning,Ken Jacobs,2004,1,1
F:40432501be67,Mesto Na Zemle,Artur Aristakisian,2001,1,1
F:9e3c68599bb2,The Sun and the Moon,Stephen Dwoskin,2007,1,1
F:919773fb4c54,Weather Diary #5,George Kuchar,1990,1,1
F:f242e6f9000c,Coming Home,Hal Ashby,1978,1,1
F:6d4ea880aabd,"Vernon, Florida",Errol Morris,1981,1,1
F:968eb91e725a,Amar Akbar Anthony,Manmohan Desai,1977,1,1
F:633e9bc17d84,Madhumati,Bimal Roy,1958,1,1
F:06806e895820,Baahubali  The Beginning,S.S. Rajamouli,2015,1,1
F:b46a85c449e0,Where Eagles Dare,Brian G. Hutton,1968,1,1
F:f58398d0b181,Il SEGNO DI VENERE,Dino Risi,1955,1,1
F:b92f96aa5f6c,La CAPTIVE,Chantal Akerman,2000,1,1
F:564c9a471d33,Maciste All'Inferno,Riccardo Freda,1962,1,1
F:44d9c165cc54,Jackie Brown,Quentin Tarantino,1997,1,1
F:c0870b91e255,Ghost Dog  The Way of the Samurai,Jim Jarmusch,1999,1,1
F:36686d5836b5,Bintang Kejora,Chaerul Umam,1986,1,1
F:95da9a230bc9,Varjoja Paratiisissa,Aki Kaurismäki,1986,1,1
F:02b4d0338a24,Young Soul Rebels,Isaac Julien,1991,1,1
F:17a01715338f,The Wind Rises,Hayao Miyazaki,2013,1,1
F:30a28ed883e3,Zanburak,Farokh Ghafari,1975,1,1
F:ec79179d90aa,"All Three, He Said (Goft har se nafareshan)",Gholamali Erfan,1979,1,1
F:f083ed46729a,Wechma,Hamid Bénani,1970,1,1
F:f8a999780787,The Blood of Hussain,Jamil Dehlavi,1980,1,1
F:b654f29a12c4,Fascination,Jean Rollin,1979,1,1
F:59e5ed75a742,Visitor Q,Takashi Miike,2001,1,1
F:8cee8bb2e53f,La CLASSE OPERAIA VA IN PARADISO,Elio Petri,1971,1,1
F:2837424635fe,Femina Ridens,Piero Schivazappa,1969,1,1
F:66a5f38eb5d4,The Duke of Burgundy,Peter Strickland,2014,1,1
F:2ae9fd5f6099,Neuer Engel Westwärts,Gerhard Theuring,1987,1,1
F:df47b9b0a766,Delicatessen,Jean-Pierre Jeunet,1990,1,1
F:c77e73dfb3f8,A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014,1,1
F:638e73677d9d,Twelve Monkeys,Terry Gilliam,1995,1,1
F:b4bd42e8f490,Occidente,Ana Vaz,2014,1,1
F:669b990bd169,"Those That, at a Distance, Resemble Another",Jessica Sarah Rinland,2019,1,1
F:c4a0e4538395,Peppermint Frappé,Carlos Saura,1967,1,1
F:d14927d2cdf1,Tokyo No Onna,Yasujirō Ozu,1933,1,1
F:c124300a5be1,Film socialisme,Jean-Luc Godard,2010,1,1
F:1b56643664db,Manon des Sources  Jean de Florette 2ème Partie,Claude Berri,1986,1,1
F:5dba3e676efd,"Don't Cry, Pretty Girls",Marta Meszaros,1970,1,1
F:2cd88575548a,Another Year,Mike Leigh,2010,1,1
F:8a889ec62945,A Agonia,Julio Bressane,1978,1,1
F:123ba42af072,The Souvenir Part II,Joanna Hogg,2020,1,1
F:f25f73660c23,Tenshi no kokotsu,Koji Wakamatsu,1972,1,1
F:de039709d6c8,Kader,Zeki Demirkubuz,2006,1,1
F:288de7584d54,Victimas del pecado,Emilio Fernández,1951,1,1
F:04c525415b3d,Party on the CAPS,Meriem Bennani,2018,1,1
F:500344d7e243,Assarab,Ahmed Bouanani,1979,1,1
F:b7341d57ec8e,Tempestad,Tatiana Huezo,2016,1,1
F:2953f4423170,Le MOINDRE GESTE,"Jean-Pierre Daniel, Fernand Deligny",1970,1,1
F:dde33b599adc,Logan's Run,Michael Anderson,1976,1,1
F:0d9b3c1a412c,Thirty Two Short Films about Glenn Gould,François Girard,1993,1,1
F:0b11c6fbcd15,Further Beyond,"Christine Molloy, Joe Lawlor",2016,1,1
F:29e891335ff8,All This Can Happen,Siobhan Davies and David Hinton,2013,1,1
F:f58b8bae2bba,Go Fish,Rose Troche,1994,1,1
F:31b55caa8273,Stud Life,Campbell X,2012,1,1
F:31f0f00a8f53,13th,Ava DuVernay,2016,1,1
F:c9191765b61f,Sister Galvan,Marian Evans,2003,1,1
F:e788e24de99f,Cousins,Briar Grace-Smith and Ainsley Gardiner,2021,1,1
F:4d651a278b3c,Patu!,Merata Mita,1983,1,1
F:03848e18add4,20 Feet from Stardom,Morgan Neville,2013,1,1
F:25cae6d5f00e,Ballet,Frederick Wiseman,1995,1,1
F:486d07cbffe1,So This Is Paris,Ernst Lubitsch,1926,1,1
F:a9efdae91177,The Smallest Show on Earth,Basil Dearden,1957,1,1
F:ca6f5eaaeb80,The Most Dangerous Man in the World,Niazi Mostafa,1967,1,1
F:55dfafeb1a1e,The Old Dark House,James Whale,1932,1,1
F:a17c374f523d,A Man for All Seasons,Fred Zinnemann,1966,1,1
F:4b5fdf915e51,Shadowlands,Richard Attenborough,1993,1,1
F:f659b8e51bcf,Spiritual Voices,Alexander Sokurov,1995,1,1
F:ad3ce77d6535,Encounters at the End of the World,Werner Herzog,2007,1,1
F:8e1186832059,Dependiente (The Dependent),Leonardo Favio,1969,1,1
F:251cd649f30e,Sortie d'usine,Lumière,1895,1,1
F:9c4fb101b8c4,Le DÉJEUNER SUR L'HERBE,Jean Renoir,1959,1,1
F:3552e11592e7,Lessons of Darkness,Werner Herzog,1992,1,1
F:b1b533f8953d,Dogman,Matteo Garrone,2018,1,1
F:2022a2bfc889,Nuestro tiempo,Carlos Reygadas,2018,1,1
F:3e5efca1385b,A Room with a View,James Ivory,1985,1,1
F:f6e06a656db0,Re-animator,Stuart Gordon,1985,1,1
F:e036e6f19193,Spoorloos,George Sluizer,1988,1,1
F:74e2739b515d,Anchorman,Adam McKay,2004,1,1
F:fb58ef5496e3,Ringu,Hideo Nakata,1997,1,1
F:ecb1899092b0,The Usual Suspects,Bryan Singer,1995,1,1
F:f6692754414b,Les ENFANTS,"Marguerite Duras, Jean-Marc Turin, Jean Mascolo",1984,1,1
F:9fd26c50e75f,Gebo et l'ombre (Gebo and the Shadow),Manoel de Oliveira,2012,1,1
F:ddd936210513,Dangsin eolgul apeseo,Hong Sangsoo,2021,1,1
F:8a951208d7d3,Családi Tüzfészek,Béla Tarr,1979,1,1
F:9b600ac23e28,Hijosen no onna,Yasujirō Ozu,1933,1,1
F:f6bceb8e9b68,Angel Heart,Alan Parker,1987,1,1
F:214705fb05ae,The EAST IS RED,"Ching Siu-tung, Raymond Lee Wai-man",1993,1,1
F:ba46f4c4e6c5,The Tall T,Budd Boetticher,1957,1,1
F:1acf09a9ea72,Anvil: the Story of Anvil,Sacha Gervasi,2008,1,1
F:dbf26c797b9a,Gremlins,Joe Dante,1984,1,1
F:d5ec1c66d696,Mafrouza,Emmanuelle Demoris,2010,1,1
F:8668ce0c6c69,Nana,Valérie Massadian,2011,1,1
F:d73f05043e71,Romy and Michele's High School Reunion,David Mirkin,1997,1,1
F:2cc7bfd72ec0,Mimi Wo Sumaseba,Yoshifumi Kondo,1995,1,1
F:24ba2f5c5d79,Zidane: A 21st Century Portrait,"Douglas Gordon, Philippe Parreno",2006,1,1
F:04d1cfe35a66,Johnny Flash,Werner Nekes,1987,1,1
F:f9e2e893476a,A Moment of Romance,Benny Chan,1990,1,1
F:5550720b96a4,Diabolik,Mario Bava,1967,1,1
F:9f50a60920be,Nogiku No Gotoki Kimi Nariki,Keisuke Kinoshita,1955,1,1
F:4a91b669d6c3,History Is Made at Night,Frank Borzage,1937,1,1
F:709804fcc88a,Vanessa,Hubert Frank,1976,1,1
F:7bec6eca71a4,Le LAC AUX DAMES,Marc Allégret,1934,1,1
F:43a410904099,Bellissima,Luchino Visconti,1951,1,1
F:0e4afa7fe348,Forgotten Silver,"Peter Jackson, Costa Botes",1996,1,1
F:2157af997498,Shrek,"Andrew Adamson, Victoria Jenson",2001,1,1
F:ffdc52a7187d,Club Havana,Edgar G. Ulmer,1945,1,1
F:22a4ebc4c381,For The Broken Right Eye,Toshio Matsumoto,1968,1,1
F:cd0d9bdeb36e,King Lear,Peter Brook,1970,1,1
F:8b024d74ee49,"Uomo, La Donna E La Bestia",Alberto Cavallone,1971,1,1
F:5c5426771400,The Other Side of the Underneath,Jane Arden,1973,1,1
F:cbc500a5b73a,Yama - Attack To Attack,Mitsuo Sato & Kyoichi Yamaoka,1985,1,1
F:c84499b89a4f,K,Jayne Parker,1989,1,1
F:a72b11a20fda,Everyday Life in a Syrian Village,Omar Amiralay,1974,1,1
F:bb5d7643d16f,(Loubia Hamra) Bloody Beans,Narimane Mari,2013,1,1
F:228718d99a46,Disorder,Huang Weikai,2009,1,1
F:cb3fbfbea2a0,What Now? Remind Me,Joaquim Pinto,2013,1,1
F:daf5a2db5fe2,Chaplin,Richard Attenborough,1992,1,1
F:81ca344ceff2,Under the Wire,Christopher Martin,2018,1,1
F:6affaefdc16f,Angst,Roberto Rossellini,1954,1,1
F:4a36f311e3f9,"Now, Voyager",Irving Rapper,1942,1,1
F:e1ed076082a4,Händler Der Vier Jahreszeiten,Rainer Werner Fassbinder,1972,1,1
F:e4a64e67437a,The Lord of the Rings: The Return of the King (Extended Edition),Peter Jackson,2003,1,1
F:e0745a34320a,The Lord of the Rings: The Fellowship of the Ring  (Extended Edition),Peter Jackson,2001,1,1
F:6c1fa30011cf,The Lord of the Rings: The Two Towers (Extended Edition),Peter Jackson,2002,1,1
F:360cbb1c7b84,The Cat Concerto,"William Hanna, Joseph Barbera",1947,1,1
F:7afb3878fb43,A Touch of Sin,Jia Zhangke,2013,1,1
F:b2608847d4ea,Corps à coeur,Paul Vecchiali,1979,1,1
F:a36581ab5651,A Comedia De Deus,João César Monteiro,1995,1,1
F:e8f5c3de730c,Gao hai ba zhi lian II,Johnnie To Kei-fung,2012,1,1
F:7850a24b5a01,Banbianren,Allen Fong Yuk-Ping,1983,1,1
F:455369a50753,Screen Test,Andy Warhol,1965,1,1
F:9256a8f67239,California Split,Robert Altman,1974,1,1
F:b3c00a43f9de,Captain Volkonogov Escaped,"Natalya Merkulova, Aleksei Chupov",2021,1,1
F:1d911f3d3735,The Handmaiden,Park Chan-wook,2016,1,1
F:3f5e67ae9f6f,Cronaca Familiare,Valerio Zurlini,1962,1,1
F:ab91ed1131f0,Lady of the Night,Monta Bell,1925,1,1
F:0a5367f5bee7,The Prince and the Showgirl,Laurence Olivier,1957,1,1
F:08e9190aa081,Competencia oficial,"Gastón Duprat, Mariano Cohn",2021,1,1
F:0ae7e3972886,La Chambre,Chantal Akerman,1972,1,1
F:6319f08eb6d9,Do Bigha Zamin,Bimal Roy,1953,1,1
F:1acc5627f81f,Satya,Ram Gopal Verma,1998,1,1
F:5fa7ae2a833a,Grey Matter,Kivu Ruhorahoza,2011,1,1
F:89437d9044be,War and Peace,King Vidor,1956,1,1
F:a39ffdaf1466,The Bed You Sleep In,Jon Jost,1993,1,1
F:4ee7f7322361,De Bruit et de fureur,Jean-Claude Brisseau,1988,1,1
F:63473e0a221d,Bruxelles - Transit,Samy Szlingerbaum,1980,1,1
F:fccce743c4b1,Double messieurs,Jean-François Stévenin,1986,1,1
F:65e9c9919c40,Vortex,Gaspar Noé,2021,1,1
F:dd08027002fb,Metamorphosis of Birds,Catarina Vasconcelos,2020,1,1
F:ba1fd1ccc619,Ten Canoes,Rolf de Heer,2006,1,1
F:7c8b7c41a6af,The Salvation Hunters,Josef von Sternberg,1925,1,1
F:53b46dbaf3d7,Le Ciel est a vous,Jean Grémillon,1943,1,1
F:d48faefd65b5,Renaldo & Clara,Bob Dylan,1977,1,1
F:b15c86083265,Matka Joanna Od Aniolow,Jerzy Kawalerowicz,1961,1,1
F:c2fcfd4867b7,Lan xin da ju yuan,Lou Ye,2019,1,1
F:469aac4955e8,Young Adult,Jason Reitman,2011,1,1
F:c662a8b8f3f0,Cockfighter,Monte Hellman,1974,1,1
F:dd4e80b55ae4,Espoir,André Malraux,1945,1,1
F:5a27625bd23e,Två Människor,Carl Th. Dreyer,1945,1,1
F:146546b542ea,Quixote,Bruce Baillie,1965,1,1
F:22c648f977e6,Tomorrow's Promise,Edward Owens,1967,1,1
F:05b0f3860494,The Wind is Driving Him Toward the Open Sea,David Brooks,1968,1,1
F:f28d730022ac,The Second Journey (To Uluru),Arthur & Corinne Cantrill,1981,1,1
F:e23bab26ddd7,Path,Martha Davis,1987,1,1
F:eb6596b7e115,Falling Lessons,Amy Halpern,1992,1,1
F:15fdf24fa583,Divinity Gratis,Betzy Bromberg,1996,1,1
F:cd86f39aeca1,Life/Expectancy,Michele Fleming,1999,1,1
F:cde4fc437450,The Great Art of Knowing,David Gatten,2004,1,1
F:596987cad521,Tren de sombras,Guerin,1997,1,1
F:d32722cfaf18,Henry Geldzahler,Andy Warhol,1964,1,1
F:24ea065fa57f,ere erera baleibu izik subua aruaren,José Antonio Sistiaga,1970,1,1
F:9804ce429abc,La celosía,Isidoro Valcárcel Medina,1972,1,1
F:67806a8eb50d,Cofralandes,Raúl Ruiz,2002,1,1
F:eefeea564229,The Ox-Bow Incident,William A. Wellman,1943,1,1
F:20630405440c,Scarlet Street,Fritz Lang,1945,1,1
F:bd40bab4f242,The Gunfighter,Henry King,1950,1,1
F:dbc0eff40883,Smog en tu corazón,Lucia Séles,2022,1,1
F:b918ddcbc6ed,Inherent Vice,Paul Thomas Anderson,2014,1,1
F:cc6eb751d249,A Dog's Life,Charles Chaplin,1918,1,1
F:dc83770a0522,The Criminal,Joseph Losey,1960,1,1
F:348e42f4c54c,Meio-dia,Helena Solberg,1970,1,1
F:4f6eb95bd7b1,Alma no Olho,Zózimo Bulbul,1973,1,1
F:9cb0651ddc13,Child of Resistance,Haile Gerima,1973,1,1
F:7e87558a3cf9,Ulysse,Agnès Varda,1983,1,1
F:fa708b377718,Little Women,Gillian Armstrong,1994,1,1
F:9f29b1f2f790,Hester Street,Joan Micklin Silver,1974,1,1
F:083251410aca,The Rain,Hype Williams,1997,1,1
F:b27e84143feb,Stormy Weather,Andrew L. Stone,1943,1,1
F:699b44bc8283,L' Homme à la tête de caoutchouc,Georges Méliès,1902,1,1
F:d425861c7fdf,Etat De Siège,Costa-Gavras,1973,1,1
F:968e61298ff8,America America,Elia Kazan,1963,1,1
F:45bbbdf7bc53,"Brutti, Sporchi E Cattivi",Ettore Scola,1976,1,1
F:cf1b735a29e9,Divines,Houda Benyamina,2016,1,1
F:777613caf3b0,Ana,"António Reis, Margarida Martins Cordeiro",1982,1,1
F:98a130754cf6,Nan Va Kucheh,Abbas Kiarostami,1970,1,1
F:f0b0cc2ef11b,Gion No Shimai,Kenji Mizoguchi,1936,1,1
F:0572f6125e47,Bonjour Tristesse,Otto Preminger,1958,1,1
F:e1b6974b7ec8,Diary of a Mad Housewife,Frank Perry,1970,1,1
F:a869dedde67d,Terremoto di Messina,Luca Comerio,1909,1,1
F:18c3f1a2d135,Mat,Vsevolod I. Pudovkin,1926,1,1
F:d1f136ff4a03,Nous ne sommes plus des enfants,Augusto Genina,1935,1,1
F:ffed29c9b0ff,Sissignora,Ferdinando Maria Poggioli,1941,1,1
F:3d54a2645caa,Der LETZTE AKT,G.W. Pabst,1955,1,1
F:95f2d8e9da06,Young Cassidy,Jack Cardiff,1965,1,1
F:151ce281ab49,Triple agent,Éric Rohmer,2004,1,1
F:aa146f621f0c,Torneranno i prati,Ermanno Olmi,2014,1,1
F:86d39bc9f249,Aniara,"Pella Kågerman, Hugo Lilja",2018,1,1
F:628d6b619fae,Attack the Block,Joe Cornish,2011,1,1
F:d7cea4d25120,Shirkers,Sandi Tan,2018,1,1
F:89cb9fbc5671,Dead Pigs,Cathy Yan,2018,1,1
F:6f995959b432,Rabun,Yasmin Ahmad,2003,1,1
F:4c1fd1524f1c,"Europa, ""Based on a True Story""",Kivu Ruhorahoza,2019,1,1
F:4d5a91f07c7c,An Unusual Summer,Kamal Aljafari,2020,1,1
F:d6dd28f57e53,Twilight City,Reece Auguiste,1989,1,1
F:879f1e817e77,Six et Douze (6 and 12),"Ahmed Bouanani, Abderrahman Tazi,  Mohamed, Abdelmajid Rechiche",1968,1,1
F:0c23c9197711,Alpha,Ola Balogun,1973,1,1
F:62e57c17f59e,Andalucia,Alain Gomis,2007,1,1
F:e48d524e7f61,Mémoires D'Un Juif Tropical,Joseph Morder,1986,1,1
F:5e66b0d59068,Dai Chek Lo,"Johnnie To Kei-fung, Wai Ka-fai",2003,1,1
F:796ecbd24563,The History of the Seattle Mariners,Jon Bois,2020,1,1
F:31cfae8e6f18,My Survival As an Aboriginal,Essie Coffey,1978,1,1
F:509aa059d52b,Tambaku Chaakila Oob Ali (Tobacco Embers),Yugantar Film Collective,1978,1,1
F:4bdb001c33e2,Monangambee,Sarah Maldoror,1986,1,1
F:e695dae6c323,Mirt Sost Shi Amit,Hailé Gerima,1974,1,1
F:880a02c9c120,"Frankreich, wir kommen!",Michael Glawogger,1998,1,1
F:e5d95b3c749c,The Doom Generation,Gregg Araki,1995,1,1
F:7dfdb3314e45,La VILLE DES PIRATES,Raúl Ruiz,1984,1,1
F:78da71af4b77,Simple Men,Hal Hartley,1992,1,1
F:9b6035bdc05f,Geschichtsunterricht,"Danièle Huillet, Jean-Marie Straub",1972,1,1
F:3b4f98332fed,Southland Tales,Richard Kelly,2005,1,1
F:82ac1169b061,Marlina the Murderer in Four Acts,Mouly Surya,2017,1,1
F:4a055198c57b,Xxy,Lucía Puenzo,2007,1,1
F:1676ef42dd0e,Naniwa Ereji,Kenji Mizoguchi,1936,1,1
F:0b5fbe0a730b,21 Grams,Alejandro González Iñárritu,2003,1,1
F:f7f5c7915570,Today We Live,Howard Hawks,1933,1,1
F:b1ba3937483c,Wind Across the Everglades,"Nicholas Ray, Budd Schulberg",1958,1,1
F:f737da1d48bb,Down There,Chantal Akerman,2006,1,1
F:a1e94ad2a759,Kaal Abhirati/Time Addiction,Amitabh Chakraborty,1989,1,1
F:9861a1e999c3,Jiao Zi,Fruit Chan,2004,1,1
F:d7f08cab7236,Between the Waves,Tejal Shah,2012,1,1
F:7a5747cb9baf,Ghode Ko Jalebi Khilane Le Ja Riya Hoon,Anamika Haksar,2018,1,1
F:3be8bc26dd50,Our Century (Mer dare),Artavazd Peleshian,1983,1,1
F:5d43916ab8a1,Fabian oder Der Gang vor die Hunde,Dominik Graf,2021,1,1
F:8b34c0610fb1,Rebirth Is Necessary,,2017,1,1
F:642b46aa5ce1,Domestic Violence,Frederick Wiseman,2001,1,1
F:a68df565f073,Madame X: An Absolute Ruler,Ulrich Ottinger,1978,1,1
F:309df6775c4c,Desperate Remedies,Stewart Main & Peter Wells,1993,1,1
F:6a30f139c8c2,Song of the Sea,Tomm Moore,2014,1,1
F:c432889b2240,Eternal Return (Vechnoe vozvrashchenie),Kira Muratova,2012,1,1
F:bb70bfd44746,Gruz 200,Aleksei Balabanov,2007,1,1
F:59f9c53228f2,Mangrove,Steve McQueen,2020,1,1
F:9b96a523138d,Our Little Sister,Hirokazu Kore-eda,2015,1,1
F:f8adc853841f,Ofrenda,Claudio Caldini,1978,1,1
F:a11e589d4258,Barnvagnen,Bo Widerberg,1963,1,1
F:7ddb425958d5,Älskande Par,Mai Zetterling,1964,1,1
F:ffc07b176b82,Buda as sharm foru rikht,Hana Makhmalbaf,2007,1,1
F:305ec0e5f7fa,Conte D'Hiver,Eric Rohmer,1991,1,1
F:c6cf0205ca2c,O Estranho Caso De Angélica,Manoel de Oliveira,2010,1,1
F:da2567b08a8c,Gladiator,Ridley Scott,2000,1,1
F:85ffcc5e0949,37°2 Le Matin,Jean-Jacques Beineix,1986,1,1
F:7c5817d3bd76,Zombi 2,Lucio Fulci,1979,1,1
F:ba9accf359cd,The Brides of Dracula,Terence Fisher,1960,1,1
F:0f9f666f7504,Poslednata Douma,Binka Zhelyazkova,1973,1,1
F:df7402f113e1,The Lighthouse,Maria Saakyan,2006,1,1
F:e1fd8f31f23e,Napló Szerelmeimnek,Márta Mészáros,1987,1,1
F:cb9e4afd9009,Sorok Pervyi,Grigori Chukhrai,1956,1,1
F:fb74dfc35cf9,Obchod Na Korze,"Ján Kadár, Elmar Klos",1965,1,1
F:4c2d90fee5f1,Johnny Flash,Werner Nekes,1986,1,1
F:6f82214f646a,Deadlock,Roland Klick,1970,1,1
F:73550b754c0b,Es werde Stadt!,Dominik Graf,2014,1,1
F:8dc01812a8b7,Robin and Marian,Richard Lester,1976,1,1
F:011e8ad7993b,Neapolitanische Geschwister,Werner Schroeter,1979,1,1
F:9292dacffdc9,The Sheltering Sky,Bernardo Bertolucci,1990,1,1
F:9dc811d43471,Samba Traoré,Idrissa Ouédraogo,1992,1,1
F:c6f03d072008,República,Grace Passô,2020,1,1
F:384364c7338a,Madame Satã,Karim Aïnouz,2002,1,1
F:44bd4398c705,Numéro zéro,Jean Eustache,1971,1,1
F:3f160108cfe0,Numéro deux,Jean-Luc Godard,1975,1,1
F:08b5f3e77bcd,Clash by Night,Fritz Lang,1952,1,1
F:4de9bf8b06ae,Li per li,Pierre Léon,1994,1,1
F:112ec8bea3cc,Kiri No Oto,Hiroshi Shimizu,1956,1,1
F:09bf30a6d68d,Crónica de un niño solo,Leonardo Favio,1965,1,1
F:543816cdfdff,Medea,Pier Paolo Pasolini,1970,1,1
F:9c2a59bcd9db,Dirty Dancing,Emile Ardolino,1987,1,1
F:7dfe590cdc89,Village de Namo Panorama pris d'une chaise a porteurs,Gabriel Veyre,1900,1,1
F:2184d76ee799,Basta!,Ugo Ulive,1969,1,1
F:59423d0404bc,Agarrando Pueblo,Carlos Mayolo & Luis Ospina,1977,1,1
F:0a1fec58717c,Ankur,Shyam Benegal,1974,1,1
F:784aeb6d0afa,Deewaar,Yash Chopra,1975,1,1
F:e5ae10ea6253,Bandit Queen,Shekhar Kapur,1994,1,1
F:9e8ba0e33571,Maqbool,Vishal Bharadwaj,2004,1,1
F:dc1d31ad4494,Araya,Margot Benacerraf,1958,1,1
F:419bcf910c58,Diablo nunca duerme (The Devil Never Sleeps),Lourdes Portillo,1994,1,1
F:1ee3cb193d12,Tres Tristes Tigres,Raúl Ruiz,1968,1,1
F:b692702bbdf2,The Harder They Fall,Jeymes Samuel,2021,1,1
F:e64c3edf2fa7,The Devil Wears Prada,David Frankel,2006,1,1
F:12b62f175156,Juice,Ernest Dickerson,1991,1,1
F:58c80c4fb10b,The Lost Boys,Joel Schumacher,1987,1,1
F:cdba4c2c6eae,The Original Kings of Comedy,Spike Lee,2000,1,1
F:8e24e206f08d,Farming,Adewale Akinnuoye-Agbaje,2018,1,1
F:c45b02da9c41,German Concentration Camps Factual Survey,,1945,1,1
F:b44b89d18e0a,The Odd Couple,Gene Saks,1967,1,1
F:1f1a383ea551,Western Approaches,Pat Jackson,1944,1,1
F:59b784554c3b,The King's Wake,John McCloskey,2000,1,1
F:2d317099d7fe,Deutschland Bleiche Mutter,Helma Sanders-Brahms,1980,1,1
F:d50f2e835547,Watership Down,Martin Rosen,1978,1,1
F:8001af586194,Shock Corridor,Samuel Fuller,1963,1,1
F:c8d8fbdf2fe0,Koibumi,Kinuyo Tanaka,1953,1,1
F:24a631680390,Haircut,Andy Warhol,1963,1,1
F:11520fe4980e,"New York Portrait, Chapter II",Peter Hutton,1981,1,1
F:f656eec2c6b8,Guided by Voices,Stom Sogo,2000,1,1
F:012ea933088f,Warm Broth,Tom Rhodes,1988,1,1
F:63ff11fb72f5,Let Me Die a Woman,Doris Wishman,1978,1,1
F:ad29ea2e2a16,SANRIZUKA DAINI TORIDE NO HITOBITO (The Peasants of the Second Fortress),Shinsuke Ogawa,1971,1,1
F:38e5d351a633,Nine to Five,Colin Higgins,1980,1,1
F:849c770807c6,Give Us a Smile,,1983,1,1
F:16ba9aaca05f,A Bitter Taste of Freedom,,2011,1,1
F:e52fc2296762,Artists and Models,Frank Tashlin,1955,1,1
F:12ec02598dd1,Atheis,Sjuman Djaya,1974,1,1
F:b6d276d103b9,Secangkir Kopi Pahit,Teguh Karya,1986,1,1
F:559d6b071df3,Elephant Keeper,Chatri Chalerm Yukol,1987,1,1
F:7fbd3f24989f,Unconcealed Poetry (Puisi Tak Terkuburkan),Garin Nugroho,1999,1,1
F:74a21075d73c,Top of the Lake,"Jane Campion, Garth Davis",2013,1,1
F:d9d612ae3e59,Frozen,"Chris Buck, Jennifer Lee",2013,1,1
F:f6bf2c7dd6d0,L'île de Bergman,Mia Hansen-Løve,2020,1,1
F:2d0d385565c1,Birth,Jonathan Glazer,2004,1,1
F:8d34f177eaa2,Ayneh,Jafar Panahi,1997,1,1
F:bfbbcb9c9f8e,45 Years,Andrew Haigh,2014,1,1
F:fbec03ec811d,Trees Lounge,Steve Buscemi,1996,1,1
F:a5c30112f5b1,Ådalen 31,Bo Widerberg,1969,1,1
F:543e8ccf7282,Gilda,Charles Vidor,1946,1,1
F:69e7b24b6dcf,Tarnation,Jonathan Caouette,2004,1,1
F:9a112c19463d,Li'l Quinquin,Bruno Dumont,2014,1,1
F:4361c3d865fc,Sommarlek,Ingmar Bergman,1951,1,1
F:140ba3a31a46,Hungry For Love,Antonio Pietrangeli,1960,1,1
F:be4a24d4f051,Carrie,William Wyler,1952,1,1
F:09f868b7a983,The Landlord,Hal Ashby,1970,1,1
F:af40e7440b63,Strictly Ballroom,Baz Luhrmann,1992,1,1
F:693c3f40d356,Contrast City,Djibril Diop Mambéty,1968,1,1
F:bd7675ff78f5,Hrst Plná Vody,Ján Kadár,1969,1,1
F:f35840b3124a,The Tribe,Myroslav Slaboshpytskiy,2014,1,1
F:ece762fcf3f7,City Hall,Frederick Wiseman,2020,1,1
F:f6c376ad425c,Hoffa,Danny DeVito,1992,1,1
F:10ec6aac4d8b,Demonlover,Olivier Assayas,2002,1,1
F:ba34674e3025,Cézanne. Dialogue avec Joachim Gasquet,"Jean-Marie Straub, Danièle Huillet",1989,1,1
F:1366f06c2ff3,Von heute auf morgen (From Today Until Tomorrow),Jean-Marie Straub and Danièle Huillet,1996,1,1
F:abab9e55aab2,Ödenwaldstetten,Peter Nestler,1964,1,1
F:51729dc26505,Zigeuner Sein,Peter Nestler,1970,1,1
F:7b08c21614b3,Kurzer Besuch bei Hermann Glöckner,Jürgen Böttcher,1985,1,1
F:cdc432f35a94,Familiengruft Ein Liebesgedicht an meine Mutter,Maria Lang,1982,1,1
F:26009410a7ec,Mein Leben Teil 2,Angelika Levi,2003,1,1
